"Week of Year","Date","Board Number","Abundance","Richness","Site Type","Board Type","Daily Precipitation","Maximum Temperature","Weekly Precipitation"
44,2018-10-30,34,0,0,"Transitional Forest","Artificial",0.7112,6.66666666666667,5.0546
44,2018-10-30,35,0,0,"Transitional Forest","Artificial",0.7112,6.66666666666667,5.0546
44,2018-10-30,36,0,0,"Transitional Forest","Artificial",0.7112,6.66666666666667,5.0546
44,2018-10-30,37,0,0,"Transitional Forest","Artificial",0.7112,6.66666666666667,5.0546
44,2018-10-30,38,0,0,"Transitional Forest","Artificial",0.7112,6.66666666666667,5.0546
44,2018-10-30,39,0,0,"Transitional Forest","Artificial",0.7112,6.66666666666667,5.0546
44,2018-10-30,40,1,1,"Transitional Forest","Artificial",0.7112,6.66666666666667,5.0546
45,2018-11-06,1,0,0,"Mature Forest","Natural",0.6858,14.4444444444444,6.35
45,2018-11-06,2,0,0,"Mature Forest","Natural",0.6858,14.4444444444444,6.35
45,2018-11-06,3,0,0,"Mature Forest","Natural",0.6858,14.4444444444444,6.35
45,2018-11-06,4,0,0,"Mature Forest","Natural",0.6858,14.4444444444444,6.35
45,2018-11-06,5,1,1,"Mature Forest","Natural",0.6858,14.4444444444444,6.35
45,2018-11-06,6,0,0,"Mature Forest","Natural",0.6858,14.4444444444444,6.35
45,2018-11-06,7,0,0,"Mature Forest","Natural",0.6858,14.4444444444444,6.35
45,2018-11-06,8,0,0,"Mature Forest","Natural",0.6858,14.4444444444444,6.35
45,2018-11-06,9,0,0,"Mature Forest","Natural",0.6858,14.4444444444444,6.35
45,2018-11-06,10,0,0,"Mature Forest","Natural",0.6858,14.4444444444444,6.35
45,2018-11-06,11,0,0,"Transitional Forest","Natural",0.6858,14.4444444444444,6.35
45,2018-11-06,12,0,0,"Transitional Forest","Natural",0.6858,14.4444444444444,6.35
45,2018-11-06,13,0,0,"Transitional Forest","Natural",0.6858,14.4444444444444,6.35
45,2018-11-06,14,0,0,"Transitional Forest","Natural",0.6858,14.4444444444444,6.35
45,2018-11-06,15,0,0,"Transitional Forest","Natural",0.6858,14.4444444444444,6.35
45,2018-11-06,16,0,0,"Transitional Forest","Natural",0.6858,14.4444444444444,6.35
45,2018-11-06,17,0,0,"Transitional Forest","Natural",0.6858,14.4444444444444,6.35
45,2018-11-06,18,0,0,"Transitional Forest","Natural",0.6858,14.4444444444444,6.35
45,2018-11-06,19,0,0,"Transitional Forest","Natural",0.6858,14.4444444444444,6.35
45,2018-11-06,20,0,0,"Transitional Forest","Natural",0.6858,14.4444444444444,6.35
45,2018-11-06,21,0,0,"Mature Forest","Artificial",0.6858,14.4444444444444,6.35
45,2018-11-06,22,0,0,"Mature Forest","Artificial",0.6858,14.4444444444444,6.35
45,2018-11-06,23,0,0,"Mature Forest","Artificial",0.6858,14.4444444444444,6.35
45,2018-11-06,24,0,0,"Mature Forest","Artificial",0.6858,14.4444444444444,6.35
45,2018-11-06,25,0,0,"Mature Forest","Artificial",0.6858,14.4444444444444,6.35
45,2018-11-06,26,0,0,"Mature Forest","Artificial",0.6858,14.4444444444444,6.35
45,2018-11-06,27,0,0,"Mature Forest","Artificial",0.6858,14.4444444444444,6.35
45,2018-11-06,28,0,0,"Mature Forest","Artificial",0.6858,14.4444444444444,6.35
45,2018-11-06,29,0,0,"Mature Forest","Artificial",0.6858,14.4444444444444,6.35
45,2018-11-06,30,0,0,"Mature Forest","Artificial",0.6858,14.4444444444444,6.35
45,2018-11-06,31,0,0,"Transitional Forest","Artificial",0.6858,14.4444444444444,6.35
45,2018-11-06,32,0,0,"Transitional Forest","Artificial",0.6858,14.4444444444444,6.35
45,2018-11-06,33,0,0,"Transitional Forest","Artificial",0.6858,14.4444444444444,6.35
45,2018-11-06,34,1,1,"Transitional Forest","Artificial",0.6858,14.4444444444444,6.35
45,2018-11-06,35,0,0,"Transitional Forest","Artificial",0.6858,14.4444444444444,6.35
45,2018-11-06,36,0,0,"Transitional Forest","Artificial",0.6858,14.4444444444444,6.35
45,2018-11-06,37,0,0,"Transitional Forest","Artificial",0.6858,14.4444444444444,6.35
45,2018-11-06,38,0,0,"Transitional Forest","Artificial",0.6858,14.4444444444444,6.35
45,2018-11-06,39,0,0,"Transitional Forest","Artificial",0.6858,14.4444444444444,6.35
45,2018-11-06,40,0,0,"Transitional Forest","Artificial",0.6858,14.4444444444444,6.35
46,2018-11-13,1,0,0,"Mature Forest","Natural",0,4.44444444444444,0
46,2018-11-13,2,0,0,"Mature Forest","Natural",0,4.44444444444444,0
46,2018-11-13,3,0,0,"Mature Forest","Natural",0,4.44444444444444,0
46,2018-11-13,4,0,0,"Mature Forest","Natural",0,4.44444444444444,0
46,2018-11-13,5,0,0,"Mature Forest","Natural",0,4.44444444444444,0
46,2018-11-13,6,1,1,"Mature Forest","Natural",0,4.44444444444444,0
46,2018-11-13,7,1,1,"Mature Forest","Natural",0,4.44444444444444,0
46,2018-11-13,8,0,0,"Mature Forest","Natural",0,4.44444444444444,0
46,2018-11-13,9,0,0,"Mature Forest","Natural",0,4.44444444444444,0
46,2018-11-13,10,0,0,"Mature Forest","Natural",0,4.44444444444444,0
46,2018-11-13,11,0,0,"Transitional Forest","Natural",0,4.44444444444444,0
46,2018-11-13,12,0,0,"Transitional Forest","Natural",0,4.44444444444444,0
46,2018-11-13,13,1,1,"Transitional Forest","Natural",0,4.44444444444444,0
46,2018-11-13,14,0,0,"Transitional Forest","Natural",0,4.44444444444444,0
46,2018-11-13,15,0,0,"Transitional Forest","Natural",0,4.44444444444444,0
46,2018-11-13,16,0,0,"Transitional Forest","Natural",0,4.44444444444444,0
46,2018-11-13,17,0,0,"Transitional Forest","Natural",0,4.44444444444444,0
46,2018-11-13,18,0,0,"Transitional Forest","Natural",0,4.44444444444444,0
46,2018-11-13,19,0,0,"Transitional Forest","Natural",0,4.44444444444444,0
46,2018-11-13,20,0,0,"Transitional Forest","Natural",0,4.44444444444444,0
46,2018-11-13,21,0,0,"Mature Forest","Artificial",0,4.44444444444444,0
46,2018-11-13,22,0,0,"Mature Forest","Artificial",0,4.44444444444444,0
46,2018-11-13,23,0,0,"Mature Forest","Artificial",0,4.44444444444444,0
46,2018-11-13,24,0,0,"Mature Forest","Artificial",0,4.44444444444444,0
46,2018-11-13,25,0,0,"Mature Forest","Artificial",0,4.44444444444444,0
46,2018-11-13,26,0,0,"Mature Forest","Artificial",0,4.44444444444444,0
46,2018-11-13,27,0,0,"Mature Forest","Artificial",0,4.44444444444444,0
46,2018-11-13,28,0,0,"Mature Forest","Artificial",0,4.44444444444444,0
46,2018-11-13,29,0,0,"Mature Forest","Artificial",0,4.44444444444444,0
46,2018-11-13,30,1,1,"Mature Forest","Artificial",0,4.44444444444444,0
46,2018-11-13,31,0,0,"Transitional Forest","Artificial",0,4.44444444444444,0
46,2018-11-13,32,0,0,"Transitional Forest","Artificial",0,4.44444444444444,0
46,2018-11-13,33,0,0,"Transitional Forest","Artificial",0,4.44444444444444,0
46,2018-11-13,34,0,0,"Transitional Forest","Artificial",0,4.44444444444444,0
46,2018-11-13,35,1,1,"Transitional Forest","Artificial",0,4.44444444444444,0
46,2018-11-13,36,0,0,"Transitional Forest","Artificial",0,4.44444444444444,0
46,2018-11-13,37,0,0,"Transitional Forest","Artificial",0,4.44444444444444,0
46,2018-11-13,38,1,1,"Transitional Forest","Artificial",0,4.44444444444444,0
46,2018-11-13,39,1,1,"Transitional Forest","Artificial",0,4.44444444444444,0
46,2018-11-13,40,0,0,"Transitional Forest","Artificial",0,4.44444444444444,0
37,2019-09-12,1,0,0,"Mature Forest","Natural",2.3114,31.1111111111111,2.3114
37,2019-09-12,2,0,0,"Mature Forest","Natural",2.3114,31.1111111111111,2.3114
37,2019-09-12,3,0,0,"Mature Forest","Natural",2.3114,31.1111111111111,2.3114
37,2019-09-12,4,0,0,"Mature Forest","Natural",2.3114,31.1111111111111,2.3114
37,2019-09-12,5,0,0,"Mature Forest","Natural",2.3114,31.1111111111111,2.3114
37,2019-09-12,6,1,1,"Mature Forest","Natural",2.3114,31.1111111111111,2.3114
37,2019-09-12,7,0,0,"Mature Forest","Natural",2.3114,31.1111111111111,2.3114
37,2019-09-12,8,0,0,"Mature Forest","Natural",2.3114,31.1111111111111,2.3114
37,2019-09-12,9,0,0,"Mature Forest","Natural",2.3114,31.1111111111111,2.3114
37,2019-09-12,10,0,0,"Mature Forest","Natural",2.3114,31.1111111111111,2.3114
37,2019-09-12,11,2,1,"Transitional Forest","Natural",2.3114,31.1111111111111,2.3114
37,2019-09-12,12,1,1,"Transitional Forest","Natural",2.3114,31.1111111111111,2.3114
37,2019-09-12,13,1,1,"Transitional Forest","Natural",2.3114,31.1111111111111,2.3114
37,2019-09-12,14,4,2,"Transitional Forest","Natural",2.3114,31.1111111111111,2.3114
37,2019-09-12,15,1,1,"Transitional Forest","Natural",2.3114,31.1111111111111,2.3114
37,2019-09-12,16,0,0,"Transitional Forest","Natural",2.3114,31.1111111111111,2.3114
37,2019-09-12,17,0,0,"Transitional Forest","Natural",2.3114,31.1111111111111,2.3114
37,2019-09-12,18,1,1,"Transitional Forest","Natural",2.3114,31.1111111111111,2.3114
37,2019-09-12,19,1,1,"Transitional Forest","Natural",2.3114,31.1111111111111,2.3114
37,2019-09-12,20,3,1,"Transitional Forest","Natural",2.3114,31.1111111111111,2.3114
37,2019-09-12,21,0,0,"Mature Forest","Artificial",2.3114,31.1111111111111,2.3114
37,2019-09-12,22,0,0,"Mature Forest","Artificial",2.3114,31.1111111111111,2.3114
37,2019-09-12,23,0,0,"Mature Forest","Artificial",2.3114,31.1111111111111,2.3114
37,2019-09-12,24,0,0,"Mature Forest","Artificial",2.3114,31.1111111111111,2.3114
37,2019-09-12,25,1,1,"Mature Forest","Artificial",2.3114,31.1111111111111,2.3114
37,2019-09-12,26,1,1,"Mature Forest","Artificial",2.3114,31.1111111111111,2.3114
37,2019-09-12,27,0,0,"Mature Forest","Artificial",2.3114,31.1111111111111,2.3114
37,2019-09-12,28,0,0,"Mature Forest","Artificial",2.3114,31.1111111111111,2.3114
37,2019-09-12,29,1,1,"Mature Forest","Artificial",2.3114,31.1111111111111,2.3114
37,2019-09-12,30,0,0,"Mature Forest","Artificial",2.3114,31.1111111111111,2.3114
37,2019-09-12,31,2,2,"Transitional Forest","Artificial",2.3114,31.1111111111111,2.3114
37,2019-09-12,32,0,0,"Transitional Forest","Artificial",2.3114,31.1111111111111,2.3114
37,2019-09-12,33,1,1,"Transitional Forest","Artificial",2.3114,31.1111111111111,2.3114
37,2019-09-12,34,1,1,"Transitional Forest","Artificial",2.3114,31.1111111111111,2.3114
37,2019-09-12,35,3,1,"Transitional Forest","Artificial",2.3114,31.1111111111111,2.3114
37,2019-09-12,36,0,0,"Transitional Forest","Artificial",2.3114,31.1111111111111,2.3114
37,2019-09-12,37,3,2,"Transitional Forest","Artificial",2.3114,31.1111111111111,2.3114
37,2019-09-12,38,0,0,"Transitional Forest","Artificial",2.3114,31.1111111111111,2.3114
37,2019-09-12,39,1,1,"Transitional Forest","Artificial",2.3114,31.1111111111111,2.3114
37,2019-09-12,40,0,0,"Transitional Forest","Artificial",2.3114,31.1111111111111,2.3114
38,2019-09-19,1,0,0,"Mature Forest","Natural",0,22.7777777777778,6.6802
38,2019-09-19,2,0,0,"Mature Forest","Natural",0,22.7777777777778,6.6802
38,2019-09-19,3,0,0,"Mature Forest","Natural",0,22.7777777777778,6.6802
38,2019-09-19,4,0,0,"Mature Forest","Natural",0,22.7777777777778,6.6802
38,2019-09-19,5,1,1,"Mature Forest","Natural",0,22.7777777777778,6.6802
38,2019-09-19,6,1,1,"Mature Forest","Natural",0,22.7777777777778,6.6802
38,2019-09-19,7,0,0,"Mature Forest","Natural",0,22.7777777777778,6.6802
38,2019-09-19,8,0,0,"Mature Forest","Natural",0,22.7777777777778,6.6802
38,2019-09-19,9,1,1,"Mature Forest","Natural",0,22.7777777777778,6.6802
38,2019-09-19,10,0,0,"Mature Forest","Natural",0,22.7777777777778,6.6802
38,2019-09-19,11,2,1,"Transitional Forest","Natural",0,22.7777777777778,6.6802
38,2019-09-19,12,1,1,"Transitional Forest","Natural",0,22.7777777777778,6.6802
38,2019-09-19,13,1,1,"Transitional Forest","Natural",0,22.7777777777778,6.6802
38,2019-09-19,14,2,1,"Transitional Forest","Natural",0,22.7777777777778,6.6802
38,2019-09-19,15,3,1,"Transitional Forest","Natural",0,22.7777777777778,6.6802
38,2019-09-19,16,1,1,"Transitional Forest","Natural",0,22.7777777777778,6.6802
38,2019-09-19,17,4,1,"Transitional Forest","Natural",0,22.7777777777778,6.6802
38,2019-09-19,18,5,2,"Transitional Forest","Natural",0,22.7777777777778,6.6802
38,2019-09-19,19,5,2,"Transitional Forest","Natural",0,22.7777777777778,6.6802
38,2019-09-19,20,6,1,"Transitional Forest","Natural",0,22.7777777777778,6.6802
38,2019-09-19,21,0,0,"Mature Forest","Artificial",0,22.7777777777778,6.6802
38,2019-09-19,22,0,0,"Mature Forest","Artificial",0,22.7777777777778,6.6802
38,2019-09-19,23,0,0,"Mature Forest","Artificial",0,22.7777777777778,6.6802
38,2019-09-19,24,0,0,"Mature Forest","Artificial",0,22.7777777777778,6.6802
38,2019-09-19,25,0,0,"Mature Forest","Artificial",0,22.7777777777778,6.6802
38,2019-09-19,26,0,0,"Mature Forest","Artificial",0,22.7777777777778,6.6802
38,2019-09-19,27,0,0,"Mature Forest","Artificial",0,22.7777777777778,6.6802
38,2019-09-19,28,1,1,"Mature Forest","Artificial",0,22.7777777777778,6.6802
38,2019-09-19,29,0,0,"Mature Forest","Artificial",0,22.7777777777778,6.6802
38,2019-09-19,30,0,0,"Mature Forest","Artificial",0,22.7777777777778,6.6802
38,2019-09-19,31,2,1,"Transitional Forest","Artificial",0,22.7777777777778,6.6802
38,2019-09-19,32,0,0,"Transitional Forest","Artificial",0,22.7777777777778,6.6802
38,2019-09-19,33,1,1,"Transitional Forest","Artificial",0,22.7777777777778,6.6802
38,2019-09-19,34,2,1,"Transitional Forest","Artificial",0,22.7777777777778,6.6802
38,2019-09-19,35,0,0,"Transitional Forest","Artificial",0,22.7777777777778,6.6802
38,2019-09-19,36,0,0,"Transitional Forest","Artificial",0,22.7777777777778,6.6802
38,2019-09-19,37,1,1,"Transitional Forest","Artificial",0,22.7777777777778,6.6802
38,2019-09-19,38,2,1,"Transitional Forest","Artificial",0,22.7777777777778,6.6802
38,2019-09-19,39,1,1,"Transitional Forest","Artificial",0,22.7777777777778,6.6802
38,2019-09-19,40,3,1,"Transitional Forest","Artificial",0,22.7777777777778,6.6802
39,2019-09-26,1,0,0,"Mature Forest","Natural",0,25,0.2794
39,2019-09-26,2,0,0,"Mature Forest","Natural",0,25,0.2794
39,2019-09-26,3,0,0,"Mature Forest","Natural",0,25,0.2794
39,2019-09-26,4,0,0,"Mature Forest","Natural",0,25,0.2794
39,2019-09-26,5,1,1,"Mature Forest","Natural",0,25,0.2794
39,2019-09-26,6,1,1,"Mature Forest","Natural",0,25,0.2794
39,2019-09-26,7,0,0,"Mature Forest","Natural",0,25,0.2794
39,2019-09-26,8,0,0,"Mature Forest","Natural",0,25,0.2794
39,2019-09-26,9,0,0,"Mature Forest","Natural",0,25,0.2794
39,2019-09-26,10,0,0,"Mature Forest","Natural",0,25,0.2794
39,2019-09-26,11,1,1,"Transitional Forest","Natural",0,25,0.2794
39,2019-09-26,12,1,1,"Transitional Forest","Natural",0,25,0.2794
39,2019-09-26,13,0,0,"Transitional Forest","Natural",0,25,0.2794
39,2019-09-26,14,1,1,"Transitional Forest","Natural",0,25,0.2794
39,2019-09-26,15,2,1,"Transitional Forest","Natural",0,25,0.2794
39,2019-09-26,16,1,1,"Transitional Forest","Natural",0,25,0.2794
39,2019-09-26,17,2,1,"Transitional Forest","Natural",0,25,0.2794
39,2019-09-26,18,0,0,"Transitional Forest","Natural",0,25,0.2794
39,2019-09-26,19,0,0,"Transitional Forest","Natural",0,25,0.2794
39,2019-09-26,20,0,0,"Transitional Forest","Natural",0,25,0.2794
39,2019-09-26,21,1,1,"Mature Forest","Artificial",0,25,0.2794
39,2019-09-26,22,0,0,"Mature Forest","Artificial",0,25,0.2794
39,2019-09-26,23,0,0,"Mature Forest","Artificial",0,25,0.2794
39,2019-09-26,24,0,0,"Mature Forest","Artificial",0,25,0.2794
39,2019-09-26,25,1,1,"Mature Forest","Artificial",0,25,0.2794
39,2019-09-26,26,0,0,"Mature Forest","Artificial",0,25,0.2794
39,2019-09-26,27,0,0,"Mature Forest","Artificial",0,25,0.2794
39,2019-09-26,28,1,1,"Mature Forest","Artificial",0,25,0.2794
39,2019-09-26,29,0,0,"Mature Forest","Artificial",0,25,0.2794
39,2019-09-26,30,0,0,"Mature Forest","Artificial",0,25,0.2794
39,2019-09-26,31,0,0,"Transitional Forest","Artificial",0,25,0.2794
39,2019-09-26,32,1,1,"Transitional Forest","Artificial",0,25,0.2794
39,2019-09-26,33,0,0,"Transitional Forest","Artificial",0,25,0.2794
39,2019-09-26,34,0,0,"Transitional Forest","Artificial",0,25,0.2794
39,2019-09-26,35,0,0,"Transitional Forest","Artificial",0,25,0.2794
39,2019-09-26,36,0,0,"Transitional Forest","Artificial",0,25,0.2794
39,2019-09-26,37,0,0,"Transitional Forest","Artificial",0,25,0.2794
39,2019-09-26,38,0,0,"Transitional Forest","Artificial",0,25,0.2794
39,2019-09-26,39,0,0,"Transitional Forest","Artificial",0,25,0.2794
39,2019-09-26,40,0,0,"Transitional Forest","Artificial",0,25,0.2794
40,2019-10-03,1,1,1,"Mature Forest","Natural",0.4064,27.7777777777778,0.4318
40,2019-10-03,2,0,0,"Mature Forest","Natural",0.4064,27.7777777777778,0.4318
40,2019-10-03,3,0,0,"Mature Forest","Natural",0.4064,27.7777777777778,0.4318
40,2019-10-03,4,1,1,"Mature Forest","Natural",0.4064,27.7777777777778,0.4318
40,2019-10-03,5,1,1,"Mature Forest","Natural",0.4064,27.7777777777778,0.4318
40,2019-10-03,6,0,0,"Mature Forest","Natural",0.4064,27.7777777777778,0.4318
40,2019-10-03,7,0,0,"Mature Forest","Natural",0.4064,27.7777777777778,0.4318
40,2019-10-03,8,0,0,"Mature Forest","Natural",0.4064,27.7777777777778,0.4318
40,2019-10-03,9,0,0,"Mature Forest","Natural",0.4064,27.7777777777778,0.4318
40,2019-10-03,10,0,0,"Mature Forest","Natural",0.4064,27.7777777777778,0.4318
40,2019-10-03,11,0,0,"Transitional Forest","Natural",0.4064,27.7777777777778,0.4318
40,2019-10-03,12,0,0,"Transitional Forest","Natural",0.4064,27.7777777777778,0.4318
40,2019-10-03,13,0,0,"Transitional Forest","Natural",0.4064,27.7777777777778,0.4318
40,2019-10-03,14,1,1,"Transitional Forest","Natural",0.4064,27.7777777777778,0.4318
40,2019-10-03,15,1,1,"Transitional Forest","Natural",0.4064,27.7777777777778,0.4318
40,2019-10-03,16,1,1,"Transitional Forest","Natural",0.4064,27.7777777777778,0.4318
40,2019-10-03,17,1,1,"Transitional Forest","Natural",0.4064,27.7777777777778,0.4318
40,2019-10-03,18,0,0,"Transitional Forest","Natural",0.4064,27.7777777777778,0.4318
40,2019-10-03,19,0,0,"Transitional Forest","Natural",0.4064,27.7777777777778,0.4318
40,2019-10-03,20,0,0,"Transitional Forest","Natural",0.4064,27.7777777777778,0.4318
40,2019-10-03,21,1,1,"Mature Forest","Artificial",0.4064,27.7777777777778,0.4318
40,2019-10-03,22,0,0,"Mature Forest","Artificial",0.4064,27.7777777777778,0.4318
40,2019-10-03,23,0,0,"Mature Forest","Artificial",0.4064,27.7777777777778,0.4318
40,2019-10-03,24,0,0,"Mature Forest","Artificial",0.4064,27.7777777777778,0.4318
40,2019-10-03,25,1,1,"Mature Forest","Artificial",0.4064,27.7777777777778,0.4318
40,2019-10-03,26,0,0,"Mature Forest","Artificial",0.4064,27.7777777777778,0.4318
40,2019-10-03,27,0,0,"Mature Forest","Artificial",0.4064,27.7777777777778,0.4318
40,2019-10-03,28,0,0,"Mature Forest","Artificial",0.4064,27.7777777777778,0.4318
40,2019-10-03,29,0,0,"Mature Forest","Artificial",0.4064,27.7777777777778,0.4318
40,2019-10-03,30,1,1,"Mature Forest","Artificial",0.4064,27.7777777777778,0.4318
40,2019-10-03,31,0,0,"Transitional Forest","Artificial",0.4064,27.7777777777778,0.4318
40,2019-10-03,32,0,0,"Transitional Forest","Artificial",0.4064,27.7777777777778,0.4318
40,2019-10-03,33,1,1,"Transitional Forest","Artificial",0.4064,27.7777777777778,0.4318
40,2019-10-03,34,0,0,"Transitional Forest","Artificial",0.4064,27.7777777777778,0.4318
40,2019-10-03,35,0,0,"Transitional Forest","Artificial",0.4064,27.7777777777778,0.4318
40,2019-10-03,36,0,0,"Transitional Forest","Artificial",0.4064,27.7777777777778,0.4318
40,2019-10-03,37,2,2,"Transitional Forest","Artificial",0.4064,27.7777777777778,0.4318
40,2019-10-03,38,0,0,"Transitional Forest","Artificial",0.4064,27.7777777777778,0.4318
40,2019-10-03,39,0,0,"Transitional Forest","Artificial",0.4064,27.7777777777778,0.4318
40,2019-10-03,40,1,1,"Transitional Forest","Artificial",0.4064,27.7777777777778,0.4318
41,2019-10-10,1,2,1,"Mature Forest","Natural",0,19.4444444444444,0.4318
41,2019-10-10,2,0,0,"Mature Forest","Natural",0,19.4444444444444,0.4318
41,2019-10-10,3,0,0,"Mature Forest","Natural",0,19.4444444444444,0.4318
41,2019-10-10,4,1,1,"Mature Forest","Natural",0,19.4444444444444,0.4318
41,2019-10-10,5,0,0,"Mature Forest","Natural",0,19.4444444444444,0.4318
41,2019-10-10,6,0,0,"Mature Forest","Natural",0,19.4444444444444,0.4318
41,2019-10-10,7,1,1,"Mature Forest","Natural",0,19.4444444444444,0.4318
41,2019-10-10,8,1,1,"Mature Forest","Natural",0,19.4444444444444,0.4318
41,2019-10-10,9,0,0,"Mature Forest","Natural",0,19.4444444444444,0.4318
41,2019-10-10,10,0,0,"Mature Forest","Natural",0,19.4444444444444,0.4318
41,2019-10-10,11,0,0,"Transitional Forest","Natural",0,19.4444444444444,0.4318
41,2019-10-10,12,1,1,"Transitional Forest","Natural",0,19.4444444444444,0.4318
41,2019-10-10,13,0,0,"Transitional Forest","Natural",0,19.4444444444444,0.4318
41,2019-10-10,14,1,1,"Transitional Forest","Natural",0,19.4444444444444,0.4318
41,2019-10-10,15,1,1,"Transitional Forest","Natural",0,19.4444444444444,0.4318
41,2019-10-10,16,1,1,"Transitional Forest","Natural",0,19.4444444444444,0.4318
41,2019-10-10,17,0,0,"Transitional Forest","Natural",0,19.4444444444444,0.4318
41,2019-10-10,18,0,0,"Transitional Forest","Natural",0,19.4444444444444,0.4318
41,2019-10-10,19,1,1,"Transitional Forest","Natural",0,19.4444444444444,0.4318
41,2019-10-10,20,1,1,"Transitional Forest","Natural",0,19.4444444444444,0.4318
41,2019-10-10,21,0,0,"Mature Forest","Artificial",0,19.4444444444444,0.4318
41,2019-10-10,22,0,0,"Mature Forest","Artificial",0,19.4444444444444,0.4318
41,2019-10-10,23,0,0,"Mature Forest","Artificial",0,19.4444444444444,0.4318
41,2019-10-10,24,0,0,"Mature Forest","Artificial",0,19.4444444444444,0.4318
41,2019-10-10,25,0,0,"Mature Forest","Artificial",0,19.4444444444444,0.4318
41,2019-10-10,26,0,0,"Mature Forest","Artificial",0,19.4444444444444,0.4318
41,2019-10-10,27,0,0,"Mature Forest","Artificial",0,19.4444444444444,0.4318
41,2019-10-10,28,0,0,"Mature Forest","Artificial",0,19.4444444444444,0.4318
41,2019-10-10,29,0,0,"Mature Forest","Artificial",0,19.4444444444444,0.4318
41,2019-10-10,30,0,0,"Mature Forest","Artificial",0,19.4444444444444,0.4318
41,2019-10-10,31,1,1,"Transitional Forest","Artificial",0,19.4444444444444,0.4318
41,2019-10-10,32,0,0,"Transitional Forest","Artificial",0,19.4444444444444,0.4318
41,2019-10-10,33,0,0,"Transitional Forest","Artificial",0,19.4444444444444,0.4318
41,2019-10-10,34,0,0,"Transitional Forest","Artificial",0,19.4444444444444,0.4318
41,2019-10-10,35,0,0,"Transitional Forest","Artificial",0,19.4444444444444,0.4318
41,2019-10-10,36,1,1,"Transitional Forest","Artificial",0,19.4444444444444,0.4318
41,2019-10-10,37,0,0,"Transitional Forest","Artificial",0,19.4444444444444,0.4318
41,2019-10-10,38,0,0,"Transitional Forest","Artificial",0,19.4444444444444,0.4318
41,2019-10-10,39,0,0,"Transitional Forest","Artificial",0,19.4444444444444,0.4318
41,2019-10-10,40,0,0,"Transitional Forest","Artificial",0,19.4444444444444,0.4318
42,2019-10-17,1,0,0,"Mature Forest","Natural",1.4478,8.88888888888889,2.8448
42,2019-10-17,2,0,0,"Mature Forest","Natural",1.4478,8.88888888888889,2.8448
42,2019-10-17,3,0,0,"Mature Forest","Natural",1.4478,8.88888888888889,2.8448
42,2019-10-17,4,1,1,"Mature Forest","Natural",1.4478,8.88888888888889,2.8448
42,2019-10-17,5,0,0,"Mature Forest","Natural",1.4478,8.88888888888889,2.8448
42,2019-10-17,6,2,1,"Mature Forest","Natural",1.4478,8.88888888888889,2.8448
42,2019-10-17,7,0,0,"Mature Forest","Natural",1.4478,8.88888888888889,2.8448
42,2019-10-17,8,0,0,"Mature Forest","Natural",1.4478,8.88888888888889,2.8448
42,2019-10-17,9,0,0,"Mature Forest","Natural",1.4478,8.88888888888889,2.8448
42,2019-10-17,10,0,0,"Mature Forest","Natural",1.4478,8.88888888888889,2.8448
42,2019-10-17,11,0,0,"Transitional Forest","Natural",1.4478,8.88888888888889,2.8448
42,2019-10-17,12,1,1,"Transitional Forest","Natural",1.4478,8.88888888888889,2.8448
42,2019-10-17,13,0,0,"Transitional Forest","Natural",1.4478,8.88888888888889,2.8448
42,2019-10-17,14,0,0,"Transitional Forest","Natural",1.4478,8.88888888888889,2.8448
42,2019-10-17,15,0,0,"Transitional Forest","Natural",1.4478,8.88888888888889,2.8448
42,2019-10-17,16,0,0,"Transitional Forest","Natural",1.4478,8.88888888888889,2.8448
42,2019-10-17,17,0,0,"Transitional Forest","Natural",1.4478,8.88888888888889,2.8448
42,2019-10-17,18,0,0,"Transitional Forest","Natural",1.4478,8.88888888888889,2.8448
42,2019-10-17,19,0,0,"Transitional Forest","Natural",1.4478,8.88888888888889,2.8448
42,2019-10-17,20,0,0,"Transitional Forest","Natural",1.4478,8.88888888888889,2.8448
42,2019-10-17,21,0,0,"Mature Forest","Artificial",1.4478,8.88888888888889,2.8448
42,2019-10-17,22,0,0,"Mature Forest","Artificial",1.4478,8.88888888888889,2.8448
42,2019-10-17,23,1,1,"Mature Forest","Artificial",1.4478,8.88888888888889,2.8448
42,2019-10-17,24,0,0,"Mature Forest","Artificial",1.4478,8.88888888888889,2.8448
42,2019-10-17,25,1,1,"Mature Forest","Artificial",1.4478,8.88888888888889,2.8448
42,2019-10-17,26,0,0,"Mature Forest","Artificial",1.4478,8.88888888888889,2.8448
42,2019-10-17,27,0,0,"Mature Forest","Artificial",1.4478,8.88888888888889,2.8448
42,2019-10-17,28,0,0,"Mature Forest","Artificial",1.4478,8.88888888888889,2.8448
42,2019-10-17,29,0,0,"Mature Forest","Artificial",1.4478,8.88888888888889,2.8448
42,2019-10-17,30,0,0,"Mature Forest","Artificial",1.4478,8.88888888888889,2.8448
42,2019-10-17,31,0,0,"Transitional Forest","Artificial",1.4478,8.88888888888889,2.8448
42,2019-10-17,32,1,1,"Transitional Forest","Artificial",1.4478,8.88888888888889,2.8448
42,2019-10-17,33,0,0,"Transitional Forest","Artificial",1.4478,8.88888888888889,2.8448
42,2019-10-17,34,1,1,"Transitional Forest","Artificial",1.4478,8.88888888888889,2.8448
42,2019-10-17,35,0,0,"Transitional Forest","Artificial",1.4478,8.88888888888889,2.8448
