"Week of Year","Date","Board Number","Site Type","Board Type","Species","Count","Daily Precipitation","Weekly Precipitation","Maximum Temperature"
43,2018-10-23,10,"Mature Forest","Natural","RB",1,0,0.9652,12.2222222222222
43,2018-10-23,11,"Transitional Forest","Natural","RB",1,0,0.9652,12.2222222222222
43,2018-10-23,12,"Transitional Forest","Natural","RB",1,0,0.9652,12.2222222222222
43,2018-10-23,13,"Transitional Forest","Natural",NA,0,0,0.9652,12.2222222222222
43,2018-10-23,14,"Transitional Forest","Natural",NA,0,0,0.9652,12.2222222222222
43,2018-10-23,15,"Transitional Forest","Natural",NA,0,0,0.9652,12.2222222222222
43,2018-10-23,16,"Transitional Forest","Natural",NA,0,0,0.9652,12.2222222222222
43,2018-10-23,17,"Transitional Forest","Natural","RB",1,0,0.9652,12.2222222222222
43,2018-10-23,18,"Transitional Forest","Natural","RB",1,0,0.9652,12.2222222222222
43,2018-10-23,19,"Transitional Forest","Natural",NA,0,0,0.9652,12.2222222222222
43,2018-10-23,20,"Transitional Forest","Natural",NA,0,0,0.9652,12.2222222222222
43,2018-10-23,21,"Mature Forest","Artificial",NA,0,0,0.9652,12.2222222222222
43,2018-10-23,22,"Mature Forest","Artificial",NA,0,0,0.9652,12.2222222222222
43,2018-10-23,23,"Mature Forest","Artificial",NA,0,0,0.9652,12.2222222222222
43,2018-10-23,24,"Mature Forest","Artificial",NA,0,0,0.9652,12.2222222222222
43,2018-10-23,25,"Mature Forest","Artificial",NA,0,0,0.9652,12.2222222222222
43,2018-10-23,26,"Mature Forest","Artificial","RB",1,0,0.9652,12.2222222222222
43,2018-10-23,27,"Mature Forest","Artificial",NA,0,0,0.9652,12.2222222222222
43,2018-10-23,28,"Mature Forest","Artificial","RB",1,0,0.9652,12.2222222222222
43,2018-10-23,29,"Mature Forest","Artificial",NA,0,0,0.9652,12.2222222222222
43,2018-10-23,30,"Mature Forest","Artificial","RB",1,0,0.9652,12.2222222222222
43,2018-10-23,31,"Transitional Forest","Artificial","RB",1,0,0.9652,12.2222222222222
43,2018-10-23,32,"Transitional Forest","Artificial",NA,0,0,0.9652,12.2222222222222
43,2018-10-23,33,"Transitional Forest","Artificial",NA,0,0,0.9652,12.2222222222222
43,2018-10-23,34,"Transitional Forest","Artificial",NA,0,0,0.9652,12.2222222222222
43,2018-10-23,35,"Transitional Forest","Artificial",NA,0,0,0.9652,12.2222222222222
43,2018-10-23,36,"Transitional Forest","Artificial",NA,0,0,0.9652,12.2222222222222
43,2018-10-23,37,"Transitional Forest","Artificial",NA,0,0,0.9652,12.2222222222222
43,2018-10-23,38,"Transitional Forest","Artificial",NA,0,0,0.9652,12.2222222222222
43,2018-10-23,39,"Transitional Forest","Artificial",NA,0,0,0.9652,12.2222222222222
43,2018-10-23,40,"Transitional Forest","Artificial",NA,0,0,0.9652,12.2222222222222
44,2018-10-30,1,"Mature Forest","Natural",NA,0,0.7112,5.0546,6.66666666666667
44,2018-10-30,2,"Mature Forest","Natural",NA,0,0.7112,5.0546,6.66666666666667
44,2018-10-30,3,"Mature Forest","Natural",NA,0,0.7112,5.0546,6.66666666666667
44,2018-10-30,4,"Mature Forest","Natural",NA,0,0.7112,5.0546,6.66666666666667
44,2018-10-30,5,"Mature Forest","Natural",NA,0,0.7112,5.0546,6.66666666666667
44,2018-10-30,6,"Mature Forest","Natural","RB",1,0.7112,5.0546,6.66666666666667
44,2018-10-30,7,"Mature Forest","Natural",NA,0,0.7112,5.0546,6.66666666666667
44,2018-10-30,8,"Mature Forest","Natural",NA,0,0.7112,5.0546,6.66666666666667
44,2018-10-30,9,"Mature Forest","Natural",NA,0,0.7112,5.0546,6.66666666666667
44,2018-10-30,10,"Mature Forest","Natural",NA,0,0.7112,5.0546,6.66666666666667
44,2018-10-30,11,"Transitional Forest","Natural",NA,0,0.7112,5.0546,6.66666666666667
44,2018-10-30,12,"Transitional Forest","Natural",NA,0,0.7112,5.0546,6.66666666666667
44,2018-10-30,13,"Transitional Forest","Natural",NA,0,0.7112,5.0546,6.66666666666667
44,2018-10-30,14,"Transitional Forest","Natural",NA,0,0.7112,5.0546,6.66666666666667
44,2018-10-30,15,"Transitional Forest","Natural","RB",1,0.7112,5.0546,6.66666666666667
44,2018-10-30,16,"Transitional Forest","Natural","RB",1,0.7112,5.0546,6.66666666666667
44,2018-10-30,17,"Transitional Forest","Natural",NA,0,0.7112,5.0546,6.66666666666667
44,2018-10-30,18,"Transitional Forest","Natural","RB",1,0.7112,5.0546,6.66666666666667
44,2018-10-30,19,"Transitional Forest","Natural","RB",1,0.7112,5.0546,6.66666666666667
44,2018-10-30,20,"Transitional Forest","Natural",NA,0,0.7112,5.0546,6.66666666666667
44,2018-10-30,21,"Mature Forest","Artificial",NA,0,0.7112,5.0546,6.66666666666667
44,2018-10-30,22,"Mature Forest","Artificial",NA,0,0.7112,5.0546,6.66666666666667
44,2018-10-30,23,"Mature Forest","Artificial",NA,0,0.7112,5.0546,6.66666666666667
44,2018-10-30,24,"Mature Forest","Artificial",NA,0,0.7112,5.0546,6.66666666666667
44,2018-10-30,25,"Mature Forest","Artificial",NA,0,0.7112,5.0546,6.66666666666667
44,2018-10-30,26,"Mature Forest","Artificial",NA,0,0.7112,5.0546,6.66666666666667
44,2018-10-30,27,"Mature Forest","Artificial",NA,0,0.7112,5.0546,6.66666666666667
44,2018-10-30,28,"Mature Forest","Artificial",NA,0,0.7112,5.0546,6.66666666666667
44,2018-10-30,29,"Mature Forest","Artificial",NA,0,0.7112,5.0546,6.66666666666667
44,2018-10-30,30,"Mature Forest","Artificial","RB",1,0.7112,5.0546,6.66666666666667
44,2018-10-30,31,"Transitional Forest","Artificial",NA,0,0.7112,5.0546,6.66666666666667
44,2018-10-30,32,"Transitional Forest","Artificial",NA,0,0.7112,5.0546,6.66666666666667
44,2018-10-30,33,"Transitional Forest","Artificial",NA,0,0.7112,5.0546,6.66666666666667
44,2018-10-30,34,"Transitional Forest","Artificial",NA,0,0.7112,5.0546,6.66666666666667
44,2018-10-30,35,"Transitional Forest","Artificial",NA,0,0.7112,5.0546,6.66666666666667
44,2018-10-30,36,"Transitional Forest","Artificial",NA,0,0.7112,5.0546,6.66666666666667
44,2018-10-30,37,"Transitional Forest","Artificial",NA,0,0.7112,5.0546,6.66666666666667
44,2018-10-30,38,"Transitional Forest","Artificial",NA,0,0.7112,5.0546,6.66666666666667
44,2018-10-30,39,"Transitional Forest","Artificial",NA,0,0.7112,5.0546,6.66666666666667
44,2018-10-30,40,"Transitional Forest","Artificial","RB",1,0.7112,5.0546,6.66666666666667
45,2018-11-06,1,"Mature Forest","Natural",NA,0,0.6858,6.35,14.4444444444444
45,2018-11-06,2,"Mature Forest","Natural",NA,0,0.6858,6.35,14.4444444444444
45,2018-11-06,3,"Mature Forest","Natural",NA,0,0.6858,6.35,14.4444444444444
45,2018-11-06,4,"Mature Forest","Natural",NA,0,0.6858,6.35,14.4444444444444
45,2018-11-06,5,"Mature Forest","Natural","RB",1,0.6858,6.35,14.4444444444444
45,2018-11-06,6,"Mature Forest","Natural",NA,0,0.6858,6.35,14.4444444444444
45,2018-11-06,7,"Mature Forest","Natural",NA,0,0.6858,6.35,14.4444444444444
45,2018-11-06,8,"Mature Forest","Natural",NA,0,0.6858,6.35,14.4444444444444
45,2018-11-06,9,"Mature Forest","Natural",NA,0,0.6858,6.35,14.4444444444444
45,2018-11-06,10,"Mature Forest","Natural",NA,0,0.6858,6.35,14.4444444444444
45,2018-11-06,11,"Transitional Forest","Natural",NA,0,0.6858,6.35,14.4444444444444
45,2018-11-06,12,"Transitional Forest","Natural",NA,0,0.6858,6.35,14.4444444444444
45,2018-11-06,13,"Transitional Forest","Natural",NA,0,0.6858,6.35,14.4444444444444
45,2018-11-06,14,"Transitional Forest","Natural",NA,0,0.6858,6.35,14.4444444444444
45,2018-11-06,15,"Transitional Forest","Natural",NA,0,0.6858,6.35,14.4444444444444
45,2018-11-06,16,"Transitional Forest","Natural",NA,0,0.6858,6.35,14.4444444444444
45,2018-11-06,17,"Transitional Forest","Natural",NA,0,0.6858,6.35,14.4444444444444
45,2018-11-06,18,"Transitional Forest","Natural",NA,0,0.6858,6.35,14.4444444444444
45,2018-11-06,19,"Transitional Forest","Natural",NA,0,0.6858,6.35,14.4444444444444
45,2018-11-06,20,"Transitional Forest","Natural",NA,0,0.6858,6.35,14.4444444444444
45,2018-11-06,21,"Mature Forest","Artificial",NA,0,0.6858,6.35,14.4444444444444
45,2018-11-06,22,"Mature Forest","Artificial",NA,0,0.6858,6.35,14.4444444444444
45,2018-11-06,23,"Mature Forest","Artificial",NA,0,0.6858,6.35,14.4444444444444
45,2018-11-06,24,"Mature Forest","Artificial",NA,0,0.6858,6.35,14.4444444444444
45,2018-11-06,25,"Mature Forest","Artificial",NA,0,0.6858,6.35,14.4444444444444
45,2018-11-06,26,"Mature Forest","Artificial",NA,0,0.6858,6.35,14.4444444444444
45,2018-11-06,27,"Mature Forest","Artificial",NA,0,0.6858,6.35,14.4444444444444
45,2018-11-06,28,"Mature Forest","Artificial",NA,0,0.6858,6.35,14.4444444444444
45,2018-11-06,29,"Mature Forest","Artificial",NA,0,0.6858,6.35,14.4444444444444
45,2018-11-06,30,"Mature Forest","Artificial",NA,0,0.6858,6.35,14.4444444444444
45,2018-11-06,31,"Transitional Forest","Artificial",NA,0,0.6858,6.35,14.4444444444444
45,2018-11-06,32,"Transitional Forest","Artificial",NA,0,0.6858,6.35,14.4444444444444
45,2018-11-06,33,"Transitional Forest","Artificial",NA,0,0.6858,6.35,14.4444444444444
45,2018-11-06,34,"Transitional Forest","Artificial","RB",1,0.6858,6.35,14.4444444444444
45,2018-11-06,35,"Transitional Forest","Artificial",NA,0,0.6858,6.35,14.4444444444444
45,2018-11-06,36,"Transitional Forest","Artificial",NA,0,0.6858,6.35,14.4444444444444
45,2018-11-06,37,"Transitional Forest","Artificial",NA,0,0.6858,6.35,14.4444444444444
45,2018-11-06,38,"Transitional Forest","Artificial",NA,0,0.6858,6.35,14.4444444444444
45,2018-11-06,39,"Transitional Forest","Artificial",NA,0,0.6858,6.35,14.4444444444444
45,2018-11-06,40,"Transitional Forest","Artificial",NA,0,0.6858,6.35,14.4444444444444
46,2018-11-13,1,"Mature Forest","Natural",NA,0,0,0,4.44444444444444
46,2018-11-13,2,"Mature Forest","Natural",NA,0,0,0,4.44444444444444
46,2018-11-13,3,"Mature Forest","Natural",NA,0,0,0,4.44444444444444
46,2018-11-13,4,"Mature Forest","Natural",NA,0,0,0,4.44444444444444
46,2018-11-13,5,"Mature Forest","Natural",NA,0,0,0,4.44444444444444
46,2018-11-13,6,"Mature Forest","Natural","RB",1,0,0,4.44444444444444
46,2018-11-13,7,"Mature Forest","Natural","RB",1,0,0,4.44444444444444
46,2018-11-13,8,"Mature Forest","Natural",NA,0,0,0,4.44444444444444
46,2018-11-13,9,"Mature Forest","Natural",NA,0,0,0,4.44444444444444
46,2018-11-13,10,"Mature Forest","Natural",NA,0,0,0,4.44444444444444
46,2018-11-13,11,"Transitional Forest","Natural",NA,0,0,0,4.44444444444444
46,2018-11-13,12,"Transitional Forest","Natural",NA,0,0,0,4.44444444444444
46,2018-11-13,13,"Transitional Forest","Natural","RB",1,0,0,4.44444444444444
46,2018-11-13,14,"Transitional Forest","Natural",NA,0,0,0,4.44444444444444
46,2018-11-13,15,"Transitional Forest","Natural",NA,0,0,0,4.44444444444444
46,2018-11-13,16,"Transitional Forest","Natural",NA,0,0,0,4.44444444444444
46,2018-11-13,17,"Transitional Forest","Natural",NA,0,0,0,4.44444444444444
46,2018-11-13,18,"Transitional Forest","Natural",NA,0,0,0,4.44444444444444
46,2018-11-13,19,"Transitional Forest","Natural",NA,0,0,0,4.44444444444444
46,2018-11-13,20,"Transitional Forest","Natural",NA,0,0,0,4.44444444444444
46,2018-11-13,21,"Mature Forest","Artificial",NA,0,0,0,4.44444444444444
46,2018-11-13,22,"Mature Forest","Artificial",NA,0,0,0,4.44444444444444
46,2018-11-13,23,"Mature Forest","Artificial",NA,0,0,0,4.44444444444444
46,2018-11-13,24,"Mature Forest","Artificial",NA,0,0,0,4.44444444444444
46,2018-11-13,25,"Mature Forest","Artificial",NA,0,0,0,4.44444444444444
46,2018-11-13,26,"Mature Forest","Artificial",NA,0,0,0,4.44444444444444
46,2018-11-13,27,"Mature Forest","Artificial",NA,0,0,0,4.44444444444444
46,2018-11-13,28,"Mature Forest","Artificial",NA,0,0,0,4.44444444444444
46,2018-11-13,29,"Mature Forest","Artificial",NA,0,0,0,4.44444444444444
46,2018-11-13,30,"Mature Forest","Artificial","RB",1,0,0,4.44444444444444
46,2018-11-13,31,"Transitional Forest","Artificial",NA,0,0,0,4.44444444444444
46,2018-11-13,32,"Transitional Forest","Artificial",NA,0,0,0,4.44444444444444
46,2018-11-13,33,"Transitional Forest","Artificial",NA,0,0,0,4.44444444444444
46,2018-11-13,34,"Transitional Forest","Artificial",NA,0,0,0,4.44444444444444
46,2018-11-13,35,"Transitional Forest","Artificial","RB",1,0,0,4.44444444444444
46,2018-11-13,36,"Transitional Forest","Artificial",NA,0,0,0,4.44444444444444
46,2018-11-13,37,"Transitional Forest","Artificial",NA,0,0,0,4.44444444444444
46,2018-11-13,38,"Transitional Forest","Artificial","RB",1,0,0,4.44444444444444
46,2018-11-13,39,"Transitional Forest","Artificial","RB",1,0,0,4.44444444444444
46,2018-11-13,40,"Transitional Forest","Artificial",NA,0,0,0,4.44444444444444
37,2019-09-12,1,"Mature Forest","Natural",NA,0,2.3114,2.3114,31.1111111111111
37,2019-09-12,2,"Mature Forest","Natural",NA,0,2.3114,2.3114,31.1111111111111
37,2019-09-12,3,"Mature Forest","Natural",NA,0,2.3114,2.3114,31.1111111111111
37,2019-09-12,4,"Mature Forest","Natural",NA,0,2.3114,2.3114,31.1111111111111
37,2019-09-12,5,"Mature Forest","Natural",NA,0,2.3114,2.3114,31.1111111111111
37,2019-09-12,6,"Mature Forest","Natural","RB",1,2.3114,2.3114,31.1111111111111
37,2019-09-12,7,"Mature Forest","Natural",NA,0,2.3114,2.3114,31.1111111111111
37,2019-09-12,8,"Mature Forest","Natural",NA,0,2.3114,2.3114,31.1111111111111
37,2019-09-12,9,"Mature Forest","Natural",NA,0,2.3114,2.3114,31.1111111111111
37,2019-09-12,10,"Mature Forest","Natural",NA,0,2.3114,2.3114,31.1111111111111
37,2019-09-12,11,"Transitional Forest","Natural","RB",1,2.3114,2.3114,31.1111111111111
37,2019-09-12,11,"Transitional Forest","Natural","RB",1,2.3114,2.3114,31.1111111111111
37,2019-09-12,12,"Transitional Forest","Natural","RB",1,2.3114,2.3114,31.1111111111111
37,2019-09-12,13,"Transitional Forest","Natural","RB",1,2.3114,2.3114,31.1111111111111
37,2019-09-12,14,"Transitional Forest","Natural","RB",1,2.3114,2.3114,31.1111111111111
37,2019-09-12,14,"Transitional Forest","Natural","RB",1,2.3114,2.3114,31.1111111111111
37,2019-09-12,14,"Transitional Forest","Natural","RB",1,2.3114,2.3114,31.1111111111111
37,2019-09-12,14,"Transitional Forest","Natural","SS",1,2.3114,2.3114,31.1111111111111
37,2019-09-12,15,"Transitional Forest","Natural","RB",1,2.3114,2.3114,31.1111111111111
37,2019-09-12,16,"Transitional Forest","Natural",NA,0,2.3114,2.3114,31.1111111111111
37,2019-09-12,17,"Transitional Forest","Natural",NA,0,2.3114,2.3114,31.1111111111111
37,2019-09-12,18,"Transitional Forest","Natural","RB",1,2.3114,2.3114,31.1111111111111
37,2019-09-12,19,"Transitional Forest","Natural","SS",1,2.3114,2.3114,31.1111111111111
37,2019-09-12,20,"Transitional Forest","Natural","RB",1,2.3114,2.3114,31.1111111111111
37,2019-09-12,20,"Transitional Forest","Natural","RB",1,2.3114,2.3114,31.1111111111111
37,2019-09-12,20,"Transitional Forest","Natural","RB",1,2.3114,2.3114,31.1111111111111
37,2019-09-12,21,"Mature Forest","Artificial",NA,0,2.3114,2.3114,31.1111111111111
37,2019-09-12,22,"Mature Forest","Artificial",NA,0,2.3114,2.3114,31.1111111111111
37,2019-09-12,23,"Mature Forest","Artificial",NA,0,2.3114,2.3114,31.1111111111111
37,2019-09-12,24,"Mature Forest","Artificial",NA,0,2.3114,2.3114,31.1111111111111
37,2019-09-12,25,"Mature Forest","Artificial","RB",1,2.3114,2.3114,31.1111111111111
37,2019-09-12,26,"Mature Forest","Artificial","RB",1,2.3114,2.3114,31.1111111111111
37,2019-09-12,27,"Mature Forest","Artificial",NA,0,2.3114,2.3114,31.1111111111111
37,2019-09-12,28,"Mature Forest","Artificial",NA,0,2.3114,2.3114,31.1111111111111
37,2019-09-12,29,"Mature Forest","Artificial","RB",1,2.3114,2.3114,31.1111111111111
37,2019-09-12,30,"Mature Forest","Artificial",NA,0,2.3114,2.3114,31.1111111111111
37,2019-09-12,31,"Transitional Forest","Artificial","RB",1,2.3114,2.3114,31.1111111111111
37,2019-09-12,31,"Transitional Forest","Artificial","SS",1,2.3114,2.3114,31.1111111111111
37,2019-09-12,32,"Transitional Forest","Artificial",NA,0,2.3114,2.3114,31.1111111111111
37,2019-09-12,33,"Transitional Forest","Artificial","RB",1,2.3114,2.3114,31.1111111111111
37,2019-09-12,34,"Transitional Forest","Artificial","RB",1,2.3114,2.3114,31.1111111111111
37,2019-09-12,35,"Transitional Forest","Artificial","RB",1,2.3114,2.3114,31.1111111111111
37,2019-09-12,35,"Transitional Forest","Artificial","RB",1,2.3114,2.3114,31.1111111111111
37,2019-09-12,35,"Transitional Forest","Artificial","RB",1,2.3114,2.3114,31.1111111111111
37,2019-09-12,36,"Transitional Forest","Artificial",NA,0,2.3114,2.3114,31.1111111111111
37,2019-09-12,37,"Transitional Forest","Artificial","RB",1,2.3114,2.3114,31.1111111111111
37,2019-09-12,37,"Transitional Forest","Artificial","SS",1,2.3114,2.3114,31.1111111111111
37,2019-09-12,37,"Transitional Forest","Artificial","SS",1,2.3114,2.3114,31.1111111111111
37,2019-09-12,38,"Transitional Forest","Artificial",NA,0,2.3114,2.3114,31.1111111111111
37,2019-09-12,39,"Transitional Forest","Artificial","RB",1,2.3114,2.3114,31.1111111111111
37,2019-09-12,40,"Transitional Forest","Artificial",NA,0,2.3114,2.3114,31.1111111111111
38,2019-09-19,1,"Mature Forest","Natural",NA,0,0,6.6802,22.7777777777778
38,2019-09-19,2,"Mature Forest","Natural",NA,0,0,6.6802,22.7777777777778
38,2019-09-19,3,"Mature Forest","Natural",NA,0,0,6.6802,22.7777777777778
38,2019-09-19,4,"Mature Forest","Natural",NA,0,0,6.6802,22.7777777777778
38,2019-09-19,5,"Mature Forest","Natural","RB",1,0,6.6802,22.7777777777778
38,2019-09-19,6,"Mature Forest","Natural","RB",1,0,6.6802,22.7777777777778
38,2019-09-19,7,"Mature Forest","Natural",NA,0,0,6.6802,22.7777777777778
38,2019-09-19,8,"Mature Forest","Natural",NA,0,0,6.6802,22.7777777777778
38,2019-09-19,9,"Mature Forest","Natural","RB",1,0,6.6802,22.7777777777778
38,2019-09-19,10,"Mature Forest","Natural",NA,0,0,6.6802,22.7777777777778
38,2019-09-19,11,"Transitional Forest","Natural","RB",1,0,6.6802,22.7777777777778
38,2019-09-19,11,"Transitional Forest","Natural","RB",1,0,6.6802,22.7777777777778
38,2019-09-19,12,"Transitional Forest","Natural","RB",1,0,6.6802,22.7777777777778
38,2019-09-19,13,"Transitional Forest","Natural","RB",1,0,6.6802,22.7777777777778
38,2019-09-19,14,"Transitional Forest","Natural","RB",1,0,6.6802,22.7777777777778
38,2019-09-19,14,"Transitional Forest","Natural","RB",1,0,6.6802,22.7777777777778
38,2019-09-19,15,"Transitional Forest","Natural","RB",1,0,6.6802,22.7777777777778
38,2019-09-19,15,"Transitional Forest","Natural","RB",1,0,6.6802,22.7777777777778
38,2019-09-19,15,"Transitional Forest","Natural","RB",1,0,6.6802,22.7777777777778
38,2019-09-19,16,"Transitional Forest","Natural","RB",1,0,6.6802,22.7777777777778
38,2019-09-19,17,"Transitional Forest","Natural","RB",1,0,6.6802,22.7777777777778
38,2019-09-19,17,"Transitional Forest","Natural","RB",1,0,6.6802,22.7777777777778
38,2019-09-19,17,"Transitional Forest","Natural","RB",1,0,6.6802,22.7777777777778
38,2019-09-19,17,"Transitional Forest","Natural","RB",1,0,6.6802,22.7777777777778
38,2019-09-19,18,"Transitional Forest","Natural","RB",1,0,6.6802,22.7777777777778
38,2019-09-19,18,"Transitional Forest","Natural","RB",1,0,6.6802,22.7777777777778
38,2019-09-19,18,"Transitional Forest","Natural","RB",1,0,6.6802,22.7777777777778
38,2019-09-19,18,"Transitional Forest","Natural","RB",1,0,6.6802,22.7777777777778
38,2019-09-19,18,"Transitional Forest","Natural","SS",1,0,6.6802,22.7777777777778
38,2019-09-19,19,"Transitional Forest","Natural","RB",1,0,6.6802,22.7777777777778
38,2019-09-19,19,"Transitional Forest","Natural","RB",1,0,6.6802,22.7777777777778
38,2019-09-19,19,"Transitional Forest","Natural","RB",1,0,6.6802,22.7777777777778
38,2019-09-19,19,"Transitional Forest","Natural","SS",1,0,6.6802,22.7777777777778
38,2019-09-19,19,"Transitional Forest","Natural","SS",1,0,6.6802,22.7777777777778
38,2019-09-19,20,"Transitional Forest","Natural","RB",1,0,6.6802,22.7777777777778
38,2019-09-19,20,"Transitional Forest","Natural","RB",1,0,6.6802,22.7777777777778
38,2019-09-19,20,"Transitional Forest","Natural","RB",1,0,6.6802,22.7777777777778
38,2019-09-19,20,"Transitional Forest","Natural","RB",1,0,6.6802,22.7777777777778
38,2019-09-19,20,"Transitional Forest","Natural","RB",1,0,6.6802,22.7777777777778
38,2019-09-19,20,"Transitional Forest","Natural","RB",1,0,6.6802,22.7777777777778
38,2019-09-19,21,"Mature Forest","Artificial",NA,0,0,6.6802,22.7777777777778
38,2019-09-19,22,"Mature Forest","Artificial",NA,0,0,6.6802,22.7777777777778
38,2019-09-19,23,"Mature Forest","Artificial",NA,0,0,6.6802,22.7777777777778
38,2019-09-19,24,"Mature Forest","Artificial",NA,0,0,6.6802,22.7777777777778
38,2019-09-19,25,"Mature Forest","Artificial",NA,0,0,6.6802,22.7777777777778
38,2019-09-19,26,"Mature Forest","Artificial",NA,0,0,6.6802,22.7777777777778
38,2019-09-19,27,"Mature Forest","Artificial",NA,0,0,6.6802,22.7777777777778
38,2019-09-19,28,"Mature Forest","Artificial","RB",1,0,6.6802,22.7777777777778
38,2019-09-19,29,"Mature Forest","Artificial",NA,0,0,6.6802,22.7777777777778
38,2019-09-19,30,"Mature Forest","Artificial",NA,0,0,6.6802,22.7777777777778
38,2019-09-19,31,"Transitional Forest","Artificial","RB",1,0,6.6802,22.7777777777778
38,2019-09-19,31,"Transitional Forest","Artificial","RB",1,0,6.6802,22.7777777777778
38,2019-09-19,32,"Transitional Forest","Artificial",NA,0,0,6.6802,22.7777777777778
38,2019-09-19,33,"Transitional Forest","Artificial","RB",1,0,6.6802,22.7777777777778
38,2019-09-19,34,"Transitional Forest","Artificial","RB",1,0,6.6802,22.7777777777778
38,2019-09-19,34,"Transitional Forest","Artificial","RB",1,0,6.6802,22.7777777777778
38,2019-09-19,35,"Transitional Forest","Artificial",NA,0,0,6.6802,22.7777777777778
38,2019-09-19,36,"Transitional Forest","Artificial",NA,0,0,6.6802,22.7777777777778
38,2019-09-19,37,"Transitional Forest","Artificial","RB",1,0,6.6802,22.7777777777778
38,2019-09-19,38,"Transitional Forest","Artificial","RB",1,0,6.6802,22.7777777777778
38,2019-09-19,38,"Transitional Forest","Artificial","RB",1,0,6.6802,22.7777777777778
38,2019-09-19,39,"Transitional Forest","Artificial","RB",1,0,6.6802,22.7777777777778
38,2019-09-19,40,"Transitional Forest","Artificial","RB",1,0,6.6802,22.7777777777778
38,2019-09-19,40,"Transitional Forest","Artificial","RB",1,0,6.6802,22.7777777777778
38,2019-09-19,40,"Transitional Forest","Artificial","RB",1,0,6.6802,22.7777777777778
39,2019-09-26,1,"Mature Forest","Natural",NA,0,0,0.2794,25
39,2019-09-26,2,"Mature Forest","Natural",NA,0,0,0.2794,25
39,2019-09-26,3,"Mature Forest","Natural",NA,0,0,0.2794,25
39,2019-09-26,4,"Mature Forest","Natural",NA,0,0,0.2794,25
39,2019-09-26,5,"Mature Forest","Natural","RB",1,0,0.2794,25
39,2019-09-26,6,"Mature Forest","Natural","RB",1,0,0.2794,25
39,2019-09-26,7,"Mature Forest","Natural",NA,0,0,0.2794,25
39,2019-09-26,8,"Mature Forest","Natural",NA,0,0,0.2794,25
39,2019-09-26,9,"Mature Forest","Natural",NA,0,0,0.2794,25
39,2019-09-26,10,"Mature Forest","Natural",NA,0,0,0.2794,25
39,2019-09-26,11,"Transitional Forest","Natural","RB",1,0,0.2794,25
39,2019-09-26,12,"Transitional Forest","Natural","RB",1,0,0.2794,25
39,2019-09-26,13,"Transitional Forest","Natural",NA,0,0,0.2794,25
39,2019-09-26,14,"Transitional Forest","Natural","RB",1,0,0.2794,25
39,2019-09-26,15,"Transitional Forest","Natural","RB",1,0,0.2794,25
39,2019-09-26,15,"Transitional Forest","Natural","RB",1,0,0.2794,25
39,2019-09-26,16,"Transitional Forest","Natural","RB",1,0,0.2794,25
39,2019-09-26,17,"Transitional Forest","Natural","RB",1,0,0.2794,25
39,2019-09-26,17,"Transitional Forest","Natural","RB",1,0,0.2794,25
39,2019-09-26,18,"Transitional Forest","Natural",NA,0,0,0.2794,25
39,2019-09-26,19,"Transitional Forest","Natural",NA,0,0,0.2794,25
39,2019-09-26,20,"Transitional Forest","Natural",NA,0,0,0.2794,25
39,2019-09-26,21,"Mature Forest","Artificial","RB",1,0,0.2794,25
39,2019-09-26,22,"Mature Forest","Artificial",NA,0,0,0.2794,25
39,2019-09-26,23,"Mature Forest","Artificial",NA,0,0,0.2794,25
39,2019-09-26,24,"Mature Forest","Artificial",NA,0,0,0.2794,25
39,2019-09-26,25,"Mature Forest","Artificial","RB",1,0,0.2794,25
39,2019-09-26,26,"Mature Forest","Artificial",NA,0,0,0.2794,25
39,2019-09-26,27,"Mature Forest","Artificial",NA,0,0,0.2794,25
39,2019-09-26,28,"Mature Forest","Artificial","RB",1,0,0.2794,25
39,2019-09-26,29,"Mature Forest","Artificial",NA,0,0,0.2794,25
39,2019-09-26,30,"Mature Forest","Artificial",NA,0,0,0.2794,25
39,2019-09-26,31,"Transitional Forest","Artificial",NA,0,0,0.2794,25
39,2019-09-26,32,"Transitional Forest","Artificial","RB",1,0,0.2794,25
39,2019-09-26,33,"Transitional Forest","Artificial",NA,0,0,0.2794,25
39,2019-09-26,34,"Transitional Forest","Artificial",NA,0,0,0.2794,25
39,2019-09-26,35,"Transitional Forest","Artificial",NA,0,0,0.2794,25
39,2019-09-26,36,"Transitional Forest","Artificial",NA,0,0,0.2794,25
39,2019-09-26,37,"Transitional Forest","Artificial",NA,0,0,0.2794,25
39,2019-09-26,38,"Transitional Forest","Artificial",NA,0,0,0.2794,25
39,2019-09-26,39,"Transitional Forest","Artificial",NA,0,0,0.2794,25
39,2019-09-26,40,"Transitional Forest","Artificial",NA,0,0,0.2794,25
40,2019-10-03,1,"Mature Forest","Natural","RB",1,0.4064,0.4318,27.7777777777778
40,2019-10-03,2,"Mature Forest","Natural",NA,0,0.4064,0.4318,27.7777777777778
40,2019-10-03,3,"Mature Forest","Natural",NA,0,0.4064,0.4318,27.7777777777778
40,2019-10-03,4,"Mature Forest","Natural","RB",1,0.4064,0.4318,27.7777777777778
40,2019-10-03,5,"Mature Forest","Natural","RB",1,0.4064,0.4318,27.7777777777778
40,2019-10-03,6,"Mature Forest","Natural",NA,0,0.4064,0.4318,27.7777777777778
40,2019-10-03,7,"Mature Forest","Natural",NA,0,0.4064,0.4318,27.7777777777778
