"","Week_of_Year","Date","Board_Number","Site_Type","Board_Type","Species","Count","Daily_Precipitation","Weekly_Precipitation","Maximum_Temperature","Year"
"279",42,2018-10-16,24,"Mature Forest","Artificial",NA,0,0.127,0.4572,12.77777778,2018
"280",42,2018-10-16,25,"Mature Forest","Artificial",NA,0,0.127,0.4572,12.77777778,2018
"281",42,2018-10-16,26,"Mature Forest","Artificial",NA,0,0.127,0.4572,12.77777778,2018
"282",42,2018-10-16,27,"Mature Forest","Artificial",NA,0,0.127,0.4572,12.77777778,2018
"283",42,2018-10-16,28,"Mature Forest","Artificial","RB",1,0.127,0.4572,12.77777778,2018
"284",42,2018-10-16,29,"Mature Forest","Artificial",NA,0,0.127,0.4572,12.77777778,2018
"285",42,2018-10-16,30,"Mature Forest","Artificial","RB",1,0.127,0.4572,12.77777778,2018
"286",42,2018-10-16,30,"Mature Forest","Artificial","RB",1,0.127,0.4572,12.77777778,2018
"287",42,2018-10-16,31,"Transitional Forest","Artificial",NA,0,0.127,0.4572,12.77777778,2018
"288",42,2018-10-16,32,"Transitional Forest","Artificial",NA,0,0.127,0.4572,12.77777778,2018
"289",42,2018-10-16,33,"Transitional Forest","Artificial","RB",1,0.127,0.4572,12.77777778,2018
"290",42,2018-10-16,34,"Transitional Forest","Artificial",NA,0,0.127,0.4572,12.77777778,2018
"291",42,2018-10-16,35,"Transitional Forest","Artificial",NA,0,0.127,0.4572,12.77777778,2018
"292",42,2018-10-16,36,"Transitional Forest","Artificial",NA,0,0.127,0.4572,12.77777778,2018
"293",42,2018-10-16,37,"Transitional Forest","Artificial",NA,0,0.127,0.4572,12.77777778,2018
"294",42,2018-10-16,38,"Transitional Forest","Artificial",NA,0,0.127,0.4572,12.77777778,2018
"295",42,2018-10-16,39,"Transitional Forest","Artificial",NA,0,0.127,0.4572,12.77777778,2018
"296",42,2018-10-16,40,"Transitional Forest","Artificial",NA,0,0.127,0.4572,12.77777778,2018
"297",43,2018-10-23,1,"Mature Forest","Natural",NA,0,0,0.9652,12.22222222,2018
"298",43,2018-10-23,2,"Mature Forest","Natural","RB",1,0,0.9652,12.22222222,2018
"299",43,2018-10-23,3,"Mature Forest","Natural",NA,0,0,0.9652,12.22222222,2018
"300",43,2018-10-23,4,"Mature Forest","Natural",NA,0,0,0.9652,12.22222222,2018
"301",43,2018-10-23,5,"Mature Forest","Natural",NA,0,0,0.9652,12.22222222,2018
"302",43,2018-10-23,6,"Mature Forest","Natural","RB",1,0,0.9652,12.22222222,2018
"303",43,2018-10-23,6,"Mature Forest","Natural","RB",1,0,0.9652,12.22222222,2018
"304",43,2018-10-23,7,"Mature Forest","Natural",NA,0,0,0.9652,12.22222222,2018
"305",43,2018-10-23,8,"Mature Forest","Natural",NA,0,0,0.9652,12.22222222,2018
"306",43,2018-10-23,9,"Mature Forest","Natural",NA,0,0,0.9652,12.22222222,2018
"307",43,2018-10-23,10,"Mature Forest","Natural","RB",1,0,0.9652,12.22222222,2018
"308",43,2018-10-23,11,"Transitional Forest","Natural","RB",1,0,0.9652,12.22222222,2018
"309",43,2018-10-23,12,"Transitional Forest","Natural","RB",1,0,0.9652,12.22222222,2018
"310",43,2018-10-23,13,"Transitional Forest","Natural",NA,0,0,0.9652,12.22222222,2018
"311",43,2018-10-23,14,"Transitional Forest","Natural",NA,0,0,0.9652,12.22222222,2018
"312",43,2018-10-23,15,"Transitional Forest","Natural",NA,0,0,0.9652,12.22222222,2018
"313",43,2018-10-23,16,"Transitional Forest","Natural",NA,0,0,0.9652,12.22222222,2018
"314",43,2018-10-23,17,"Transitional Forest","Natural","RB",1,0,0.9652,12.22222222,2018
"315",43,2018-10-23,18,"Transitional Forest","Natural","RB",1,0,0.9652,12.22222222,2018
"316",43,2018-10-23,19,"Transitional Forest","Natural",NA,0,0,0.9652,12.22222222,2018
"317",43,2018-10-23,20,"Transitional Forest","Natural",NA,0,0,0.9652,12.22222222,2018
"318",43,2018-10-23,21,"Mature Forest","Artificial",NA,0,0,0.9652,12.22222222,2018
"319",43,2018-10-23,22,"Mature Forest","Artificial",NA,0,0,0.9652,12.22222222,2018
"320",43,2018-10-23,23,"Mature Forest","Artificial",NA,0,0,0.9652,12.22222222,2018
"321",43,2018-10-23,24,"Mature Forest","Artificial",NA,0,0,0.9652,12.22222222,2018
"322",43,2018-10-23,25,"Mature Forest","Artificial",NA,0,0,0.9652,12.22222222,2018
"323",43,2018-10-23,26,"Mature Forest","Artificial","RB",1,0,0.9652,12.22222222,2018
"324",43,2018-10-23,27,"Mature Forest","Artificial",NA,0,0,0.9652,12.22222222,2018
"325",43,2018-10-23,28,"Mature Forest","Artificial","RB",1,0,0.9652,12.22222222,2018
"326",43,2018-10-23,29,"Mature Forest","Artificial",NA,0,0,0.9652,12.22222222,2018
"327",43,2018-10-23,30,"Mature Forest","Artificial","RB",1,0,0.9652,12.22222222,2018
"328",43,2018-10-23,31,"Transitional Forest","Artificial","RB",1,0,0.9652,12.22222222,2018
"329",43,2018-10-23,32,"Transitional Forest","Artificial",NA,0,0,0.9652,12.22222222,2018
"330",43,2018-10-23,33,"Transitional Forest","Artificial",NA,0,0,0.9652,12.22222222,2018
"331",43,2018-10-23,34,"Transitional Forest","Artificial",NA,0,0,0.9652,12.22222222,2018
"332",43,2018-10-23,35,"Transitional Forest","Artificial",NA,0,0,0.9652,12.22222222,2018
"333",43,2018-10-23,36,"Transitional Forest","Artificial",NA,0,0,0.9652,12.22222222,2018
"334",43,2018-10-23,37,"Transitional Forest","Artificial",NA,0,0,0.9652,12.22222222,2018
"335",43,2018-10-23,38,"Transitional Forest","Artificial",NA,0,0,0.9652,12.22222222,2018
"336",43,2018-10-23,39,"Transitional Forest","Artificial",NA,0,0,0.9652,12.22222222,2018
"337",43,2018-10-23,40,"Transitional Forest","Artificial",NA,0,0,0.9652,12.22222222,2018
"338",44,2018-10-30,1,"Mature Forest","Natural",NA,0,0.7112,5.0546,6.666666667,2018
"339",44,2018-10-30,2,"Mature Forest","Natural",NA,0,0.7112,5.0546,6.666666667,2018
"340",44,2018-10-30,3,"Mature Forest","Natural",NA,0,0.7112,5.0546,6.666666667,2018
"341",44,2018-10-30,4,"Mature Forest","Natural",NA,0,0.7112,5.0546,6.666666667,2018
"342",44,2018-10-30,5,"Mature Forest","Natural",NA,0,0.7112,5.0546,6.666666667,2018
"343",44,2018-10-30,6,"Mature Forest","Natural","RB",1,0.7112,5.0546,6.666666667,2018
"344",44,2018-10-30,7,"Mature Forest","Natural",NA,0,0.7112,5.0546,6.666666667,2018
"345",44,2018-10-30,8,"Mature Forest","Natural",NA,0,0.7112,5.0546,6.666666667,2018
"346",44,2018-10-30,9,"Mature Forest","Natural",NA,0,0.7112,5.0546,6.666666667,2018
"347",44,2018-10-30,10,"Mature Forest","Natural",NA,0,0.7112,5.0546,6.666666667,2018
"348",44,2018-10-30,11,"Transitional Forest","Natural",NA,0,0.7112,5.0546,6.666666667,2018
"349",44,2018-10-30,12,"Transitional Forest","Natural",NA,0,0.7112,5.0546,6.666666667,2018
"350",44,2018-10-30,13,"Transitional Forest","Natural",NA,0,0.7112,5.0546,6.666666667,2018
"351",44,2018-10-30,14,"Transitional Forest","Natural",NA,0,0.7112,5.0546,6.666666667,2018
"352",44,2018-10-30,15,"Transitional Forest","Natural","RB",1,0.7112,5.0546,6.666666667,2018
"353",44,2018-10-30,16,"Transitional Forest","Natural","RB",1,0.7112,5.0546,6.666666667,2018
"354",44,2018-10-30,17,"Transitional Forest","Natural",NA,0,0.7112,5.0546,6.666666667,2018
"355",44,2018-10-30,18,"Transitional Forest","Natural","RB",1,0.7112,5.0546,6.666666667,2018
"356",44,2018-10-30,19,"Transitional Forest","Natural","RB",1,0.7112,5.0546,6.666666667,2018
"357",44,2018-10-30,20,"Transitional Forest","Natural",NA,0,0.7112,5.0546,6.666666667,2018
"358",44,2018-10-30,21,"Mature Forest","Artificial",NA,0,0.7112,5.0546,6.666666667,2018
"359",44,2018-10-30,22,"Mature Forest","Artificial",NA,0,0.7112,5.0546,6.666666667,2018
"360",44,2018-10-30,23,"Mature Forest","Artificial",NA,0,0.7112,5.0546,6.666666667,2018
"361",44,2018-10-30,24,"Mature Forest","Artificial",NA,0,0.7112,5.0546,6.666666667,2018
"362",44,2018-10-30,25,"Mature Forest","Artificial",NA,0,0.7112,5.0546,6.666666667,2018
"363",44,2018-10-30,26,"Mature Forest","Artificial",NA,0,0.7112,5.0546,6.666666667,2018
"364",44,2018-10-30,27,"Mature Forest","Artificial",NA,0,0.7112,5.0546,6.666666667,2018
"365",44,2018-10-30,28,"Mature Forest","Artificial",NA,0,0.7112,5.0546,6.666666667,2018
"366",44,2018-10-30,29,"Mature Forest","Artificial",NA,0,0.7112,5.0546,6.666666667,2018
"367",44,2018-10-30,30,"Mature Forest","Artificial","RB",1,0.7112,5.0546,6.666666667,2018
"368",44,2018-10-30,31,"Transitional Forest","Artificial",NA,0,0.7112,5.0546,6.666666667,2018
"369",44,2018-10-30,32,"Transitional Forest","Artificial",NA,0,0.7112,5.0546,6.666666667,2018
"370",44,2018-10-30,33,"Transitional Forest","Artificial",NA,0,0.7112,5.0546,6.666666667,2018
"371",44,2018-10-30,34,"Transitional Forest","Artificial",NA,0,0.7112,5.0546,6.666666667,2018
"372",44,2018-10-30,35,"Transitional Forest","Artificial",NA,0,0.7112,5.0546,6.666666667,2018
"373",44,2018-10-30,36,"Transitional Forest","Artificial",NA,0,0.7112,5.0546,6.666666667,2018
"374",44,2018-10-30,37,"Transitional Forest","Artificial",NA,0,0.7112,5.0546,6.666666667,2018
"375",44,2018-10-30,38,"Transitional Forest","Artificial",NA,0,0.7112,5.0546,6.666666667,2018
"376",44,2018-10-30,39,"Transitional Forest","Artificial",NA,0,0.7112,5.0546,6.666666667,2018
"377",44,2018-10-30,40,"Transitional Forest","Artificial","RB",1,0.7112,5.0546,6.666666667,2018
"378",45,2018-11-06,1,"Mature Forest","Natural",NA,0,0.6858,6.35,14.44444444,2018
"379",45,2018-11-06,2,"Mature Forest","Natural",NA,0,0.6858,6.35,14.44444444,2018
"380",45,2018-11-06,3,"Mature Forest","Natural",NA,0,0.6858,6.35,14.44444444,2018
"381",45,2018-11-06,4,"Mature Forest","Natural",NA,0,0.6858,6.35,14.44444444,2018
"382",45,2018-11-06,5,"Mature Forest","Natural","RB",1,0.6858,6.35,14.44444444,2018
"383",45,2018-11-06,6,"Mature Forest","Natural",NA,0,0.6858,6.35,14.44444444,2018
"384",45,2018-11-06,7,"Mature Forest","Natural",NA,0,0.6858,6.35,14.44444444,2018
"385",45,2018-11-06,8,"Mature Forest","Natural",NA,0,0.6858,6.35,14.44444444,2018
"386",45,2018-11-06,9,"Mature Forest","Natural",NA,0,0.6858,6.35,14.44444444,2018
"387",45,2018-11-06,10,"Mature Forest","Natural",NA,0,0.6858,6.35,14.44444444,2018
"388",45,2018-11-06,11,"Transitional Forest","Natural",NA,0,0.6858,6.35,14.44444444,2018
"389",45,2018-11-06,12,"Transitional Forest","Natural",NA,0,0.6858,6.35,14.44444444,2018
"390",45,2018-11-06,13,"Transitional Forest","Natural",NA,0,0.6858,6.35,14.44444444,2018
"391",45,2018-11-06,14,"Transitional Forest","Natural",NA,0,0.6858,6.35,14.44444444,2018
"392",45,2018-11-06,15,"Transitional Forest","Natural",NA,0,0.6858,6.35,14.44444444,2018
"393",45,2018-11-06,16,"Transitional Forest","Natural",NA,0,0.6858,6.35,14.44444444,2018
"394",45,2018-11-06,17,"Transitional Forest","Natural",NA,0,0.6858,6.35,14.44444444,2018
"395",45,2018-11-06,18,"Transitional Forest","Natural",NA,0,0.6858,6.35,14.44444444,2018
"396",45,2018-11-06,19,"Transitional Forest","Natural",NA,0,0.6858,6.35,14.44444444,2018
"397",45,2018-11-06,20,"Transitional Forest","Natural",NA,0,0.6858,6.35,14.44444444,2018
"398",45,2018-11-06,21,"Mature Forest","Artificial",NA,0,0.6858,6.35,14.44444444,2018
"399",45,2018-11-06,22,"Mature Forest","Artificial",NA,0,0.6858,6.35,14.44444444,2018
"400",45,2018-11-06,23,"Mature Forest","Artificial",NA,0,0.6858,6.35,14.44444444,2018
"401",45,2018-11-06,24,"Mature Forest","Artificial",NA,0,0.6858,6.35,14.44444444,2018
"402",45,2018-11-06,25,"Mature Forest","Artificial",NA,0,0.6858,6.35,14.44444444,2018
"403",45,2018-11-06,26,"Mature Forest","Artificial",NA,0,0.6858,6.35,14.44444444,2018
"404",45,2018-11-06,27,"Mature Forest","Artificial",NA,0,0.6858,6.35,14.44444444,2018
"405",45,2018-11-06,28,"Mature Forest","Artificial",NA,0,0.6858,6.35,14.44444444,2018
"406",45,2018-11-06,29,"Mature Forest","Artificial",NA,0,0.6858,6.35,14.44444444,2018
"407",45,2018-11-06,30,"Mature Forest","Artificial",NA,0,0.6858,6.35,14.44444444,2018
"408",45,2018-11-06,31,"Transitional Forest","Artificial",NA,0,0.6858,6.35,14.44444444,2018
"409",45,2018-11-06,32,"Transitional Forest","Artificial",NA,0,0.6858,6.35,14.44444444,2018
"410",45,2018-11-06,33,"Transitional Forest","Artificial",NA,0,0.6858,6.35,14.44444444,2018
"411",45,2018-11-06,34,"Transitional Forest","Artificial","RB",1,0.6858,6.35,14.44444444,2018
"412",45,2018-11-06,35,"Transitional Forest","Artificial",NA,0,0.6858,6.35,14.44444444,2018
"413",45,2018-11-06,36,"Transitional Forest","Artificial",NA,0,0.6858,6.35,14.44444444,2018
"414",45,2018-11-06,37,"Transitional Forest","Artificial",NA,0,0.6858,6.35,14.44444444,2018
"415",45,2018-11-06,38,"Transitional Forest","Artificial",NA,0,0.6858,6.35,14.44444444,2018
"416",45,2018-11-06,39,"Transitional Forest","Artificial",NA,0,0.6858,6.35,14.44444444,2018
"417",45,2018-11-06,40,"Transitional Forest","Artificial",NA,0,0.6858,6.35,14.44444444,2018
"418",46,2018-11-13,1,"Mature Forest","Natural",NA,0,0,0,4.444444444,2018
"419",46,2018-11-13,2,"Mature Forest","Natural",NA,0,0,0,4.444444444,2018
"420",46,2018-11-13,3,"Mature Forest","Natural",NA,0,0,0,4.444444444,2018
"421",46,2018-11-13,4,"Mature Forest","Natural",NA,0,0,0,4.444444444,2018
"422",46,2018-11-13,5,"Mature Forest","Natural",NA,0,0,0,4.444444444,2018
"423",46,2018-11-13,6,"Mature Forest","Natural","RB",1,0,0,4.444444444,2018
"424",46,2018-11-13,7,"Mature Forest","Natural","RB",1,0,0,4.444444444,2018
"425",46,2018-11-13,8,"Mature Forest","Natural",NA,0,0,0,4.444444444,2018
"426",46,2018-11-13,9,"Mature Forest","Natural",NA,0,0,0,4.444444444,2018
"427",46,2018-11-13,10,"Mature Forest","Natural",NA,0,0,0,4.444444444,2018
"428",46,2018-11-13,11,"Transitional Forest","Natural",NA,0,0,0,4.444444444,2018
"429",46,2018-11-13,12,"Transitional Forest","Natural",NA,0,0,0,4.444444444,2018
"430",46,2018-11-13,13,"Transitional Forest","Natural","RB",1,0,0,4.444444444,2018
"431",46,2018-11-13,14,"Transitional Forest","Natural",NA,0,0,0,4.444444444,2018
"432",46,2018-11-13,15,"Transitional Forest","Natural",NA,0,0,0,4.444444444,2018
"433",46,2018-11-13,16,"Transitional Forest","Natural",NA,0,0,0,4.444444444,2018
"434",46,2018-11-13,17,"Transitional Forest","Natural",NA,0,0,0,4.444444444,2018
"435",46,2018-11-13,18,"Transitional Forest","Natural",NA,0,0,0,4.444444444,2018
"436",46,2018-11-13,19,"Transitional Forest","Natural",NA,0,0,0,4.444444444,2018
"437",46,2018-11-13,20,"Transitional Forest","Natural",NA,0,0,0,4.444444444,2018
"438",46,2018-11-13,21,"Mature Forest","Artificial",NA,0,0,0,4.444444444,2018
"439",46,2018-11-13,22,"Mature Forest","Artificial",NA,0,0,0,4.444444444,2018
"440",46,2018-11-13,23,"Mature Forest","Artificial",NA,0,0,0,4.444444444,2018
"441",46,2018-11-13,24,"Mature Forest","Artificial",NA,0,0,0,4.444444444,2018
"442",46,2018-11-13,25,"Mature Forest","Artificial",NA,0,0,0,4.444444444,2018
"443",46,2018-11-13,26,"Mature Forest","Artificial",NA,0,0,0,4.444444444,2018
"444",46,2018-11-13,27,"Mature Forest","Artificial",NA,0,0,0,4.444444444,2018
"445",46,2018-11-13,28,"Mature Forest","Artificial",NA,0,0,0,4.444444444,2018
"446",46,2018-11-13,29,"Mature Forest","Artificial",NA,0,0,0,4.444444444,2018
"447",46,2018-11-13,30,"Mature Forest","Artificial","RB",1,0,0,4.444444444,2018
"448",46,2018-11-13,31,"Transitional Forest","Artificial",NA,0,0,0,4.444444444,2018
"449",46,2018-11-13,32,"Transitional Forest","Artificial",NA,0,0,0,4.444444444,2018
"450",46,2018-11-13,33,"Transitional Forest","Artificial",NA,0,0,0,4.444444444,2018
"451",46,2018-11-13,34,"Transitional Forest","Artificial",NA,0,0,0,4.444444444,2018
"452",46,2018-11-13,35,"Transitional Forest","Artificial","RB",1,0,0,4.444444444,2018
"453",46,2018-11-13,36,"Transitional Forest","Artificial",NA,0,0,0,4.444444444,2018
"454",46,2018-11-13,37,"Transitional Forest","Artificial",NA,0,0,0,4.444444444,2018
"455",46,2018-11-13,38,"Transitional Forest","Artificial","RB",1,0,0,4.444444444,2018
"456",46,2018-11-13,39,"Transitional Forest","Artificial","RB",1,0,0,4.444444444,2018
"457",46,2018-11-13,40,"Transitional Forest","Artificial",NA,0,0,0,4.444444444,2018
"458",37,2019-09-12,1,"Mature Forest","Natural",NA,0,2.3114,2.3114,31.11111111,2019
"459",37,2019-09-12,2,"Mature Forest","Natural",NA,0,2.3114,2.3114,31.11111111,2019
"460",37,2019-09-12,3,"Mature Forest","Natural",NA,0,2.3114,2.3114,31.11111111,2019
"461",37,2019-09-12,4,"Mature Forest","Natural",NA,0,2.3114,2.3114,31.11111111,2019
"462",37,2019-09-12,5,"Mature Forest","Natural",NA,0,2.3114,2.3114,31.11111111,2019
"463",37,2019-09-12,6,"Mature Forest","Natural","RB",1,2.3114,2.3114,31.11111111,2019
"464",37,2019-09-12,7,"Mature Forest","Natural",NA,0,2.3114,2.3114,31.11111111,2019
"465",37,2019-09-12,8,"Mature Forest","Natural",NA,0,2.3114,2.3114,31.11111111,2019
"466",37,2019-09-12,9,"Mature Forest","Natural",NA,0,2.3114,2.3114,31.11111111,2019
"467",37,2019-09-12,10,"Mature Forest","Natural",NA,0,2.3114,2.3114,31.11111111,2019
"468",37,2019-09-12,11,"Transitional Forest","Natural","RB",1,2.3114,2.3114,31.11111111,2019
"469",37,2019-09-12,11,"Transitional Forest","Natural","RB",1,2.3114,2.3114,31.11111111,2019
"470",37,2019-09-12,12,"Transitional Forest","Natural","RB",1,2.3114,2.3114,31.11111111,2019
"471",37,2019-09-12,13,"Transitional Forest","Natural","RB",1,2.3114,2.3114,31.11111111,2019
"472",37,2019-09-12,14,"Transitional Forest","Natural","RB",1,2.3114,2.3114,31.11111111,2019
"473",37,2019-09-12,14,"Transitional Forest","Natural","RB",1,2.3114,2.3114,31.11111111,2019
"474",37,2019-09-12,14,"Transitional Forest","Natural","RB",1,2.3114,2.3114,31.11111111,2019
"475",37,2019-09-12,14,"Transitional Forest","Natural","SS",1,2.3114,2.3114,31.11111111,2019
"476",37,2019-09-12,15,"Transitional Forest","Natural","RB",1,2.3114,2.3114,31.11111111,2019
"477",37,2019-09-12,16,"Transitional Forest","Natural",NA,0,2.3114,2.3114,31.11111111,2019
"478",37,2019-09-12,17,"Transitional Forest","Natural",NA,0,2.3114,2.3114,31.11111111,2019
"479",37,2019-09-12,18,"Transitional Forest","Natural","RB",1,2.3114,2.3114,31.11111111,2019
"480",37,2019-09-12,19,"Transitional Forest","Natural","SS",1,2.3114,2.3114,31.11111111,2019
"481",37,2019-09-12,20,"Transitional Forest","Natural","RB",1,2.3114,2.3114,31.11111111,2019
"482",37,2019-09-12,20,"Transitional Forest","Natural","RB",1,2.3114,2.3114,31.11111111,2019
"483",37,2019-09-12,20,"Transitional Forest","Natural","RB",1,2.3114,2.3114,31.11111111,2019
"484",37,2019-09-12,21,"Mature Forest","Artificial",NA,0,2.3114,2.3114,31.11111111,2019
"485",37,2019-09-12,22,"Mature Forest","Artificial",NA,0,2.3114,2.3114,31.11111111,2019
"486",37,2019-09-12,23,"Mature Forest","Artificial",NA,0,2.3114,2.3114,31.11111111,2019
"487",37,2019-09-12,24,"Mature Forest","Artificial",NA,0,2.3114,2.3114,31.11111111,2019
"488",37,2019-09-12,25,"Mature Forest","Artificial","RB",1,2.3114,2.3114,31.11111111,2019
"489",37,2019-09-12,26,"Mature Forest","Artificial","RB",1,2.3114,2.3114,31.11111111,2019
"490",37,2019-09-12,27,"Mature Forest","Artificial",NA,0,2.3114,2.3114,31.11111111,2019
"491",37,2019-09-12,28,"Mature Forest","Artificial",NA,0,2.3114,2.3114,31.11111111,2019
"492",37,2019-09-12,29,"Mature Forest","Artificial","RB",1,2.3114,2.3114,31.11111111,2019
"493",37,2019-09-12,30,"Mature Forest","Artificial",NA,0,2.3114,2.3114,31.11111111,2019
"494",37,2019-09-12,31,"Transitional Forest","Artificial","RB",1,2.3114,2.3114,31.11111111,2019
"495",37,2019-09-12,31,"Transitional Forest","Artificial","SS",1,2.3114,2.3114,31.11111111,2019
"496",37,2019-09-12,32,"Transitional Forest","Artificial",NA,0,2.3114,2.3114,31.11111111,2019
"497",37,2019-09-12,33,"Transitional Forest","Artificial","RB",1,2.3114,2.3114,31.11111111,2019
"498",37,2019-09-12,34,"Transitional Forest","Artificial","RB",1,2.3114,2.3114,31.11111111,2019
"499",37,2019-09-12,35,"Transitional Forest","Artificial","RB",1,2.3114,2.3114,31.11111111,2019
"500",37,2019-09-12,35,"Transitional Forest","Artificial","RB",1,2.3114,2.3114,31.11111111,2019
"501",37,2019-09-12,35,"Transitional Forest","Artificial","RB",1,2.3114,2.3114,31.11111111,2019
"502",37,2019-09-12,36,"Transitional Forest","Artificial",NA,0,2.3114,2.3114,31.11111111,2019
"503",37,2019-09-12,37,"Transitional Forest","Artificial","RB",1,2.3114,2.3114,31.11111111,2019
"504",37,2019-09-12,37,"Transitional Forest","Artificial","SS",1,2.3114,2.3114,31.11111111,2019
"505",37,2019-09-12,37,"Transitional Forest","Artificial","SS",1,2.3114,2.3114,31.11111111,2019
"506",37,2019-09-12,38,"Transitional Forest","Artificial",NA,0,2.3114,2.3114,31.11111111,2019
"507",37,2019-09-12,39,"Transitional Forest","Artificial","RB",1,2.3114,2.3114,31.11111111,2019
"508",37,2019-09-12,40,"Transitional Forest","Artificial",NA,0,2.3114,2.3114,31.11111111,2019
"509",38,2019-09-19,1,"Mature Forest","Natural",NA,0,0,6.6802,22.77777778,2019
"510",38,2019-09-19,2,"Mature Forest","Natural",NA,0,0,6.6802,22.77777778,2019
"511",38,2019-09-19,3,"Mature Forest","Natural",NA,0,0,6.6802,22.77777778,2019
"512",38,2019-09-19,4,"Mature Forest","Natural",NA,0,0,6.6802,22.77777778,2019
"513",38,2019-09-19,5,"Mature Forest","Natural","RB",1,0,6.6802,22.77777778,2019
"514",38,2019-09-19,6,"Mature Forest","Natural","RB",1,0,6.6802,22.77777778,2019
"515",38,2019-09-19,7,"Mature Forest","Natural",NA,0,0,6.6802,22.77777778,2019
"516",38,2019-09-19,8,"Mature Forest","Natural",NA,0,0,6.6802,22.77777778,2019
"517",38,2019-09-19,9,"Mature Forest","Natural","RB",1,0,6.6802,22.77777778,2019
"518",38,2019-09-19,10,"Mature Forest","Natural",NA,0,0,6.6802,22.77777778,2019
"519",38,2019-09-19,11,"Transitional Forest","Natural","RB",1,0,6.6802,22.77777778,2019
"520",38,2019-09-19,11,"Transitional Forest","Natural","RB",1,0,6.6802,22.77777778,2019
"521",38,2019-09-19,12,"Transitional Forest","Natural","RB",1,0,6.6802,22.77777778,2019
"522",38,2019-09-19,13,"Transitional Forest","Natural","RB",1,0,6.6802,22.77777778,2019
"523",38,2019-09-19,14,"Transitional Forest","Natural","RB",1,0,6.6802,22.77777778,2019
"524",38,2019-09-19,14,"Transitional Forest","Natural","RB",1,0,6.6802,22.77777778,2019
"525",38,2019-09-19,15,"Transitional Forest","Natural","RB",1,0,6.6802,22.77777778,2019
"526",38,2019-09-19,15,"Transitional Forest","Natural","RB",1,0,6.6802,22.77777778,2019
"527",38,2019-09-19,15,"Transitional Forest","Natural","RB",1,0,6.6802,22.77777778,2019
"528",38,2019-09-19,16,"Transitional Forest","Natural","RB",1,0,6.6802,22.77777778,2019
"529",38,2019-09-19,17,"Transitional Forest","Natural","RB",1,0,6.6802,22.77777778,2019
"530",38,2019-09-19,17,"Transitional Forest","Natural","RB",1,0,6.6802,22.77777778,2019
"531",38,2019-09-19,17,"Transitional Forest","Natural","RB",1,0,6.6802,22.77777778,2019
"532",38,2019-09-19,17,"Transitional Forest","Natural","RB",1,0,6.6802,22.77777778,2019
"533",38,2019-09-19,18,"Transitional Forest","Natural","RB",1,0,6.6802,22.77777778,2019
"534",38,2019-09-19,18,"Transitional Forest","Natural","RB",1,0,6.6802,22.77777778,2019
"535",38,2019-09-19,18,"Transitional Forest","Natural","RB",1,0,6.6802,22.77777778,2019
"536",38,2019-09-19,18,"Transitional Forest","Natural","RB",1,0,6.6802,22.77777778,2019
"537",38,2019-09-19,18,"Transitional Forest","Natural","SS",1,0,6.6802,22.77777778,2019
"538",38,2019-09-19,19,"Transitional Forest","Natural","RB",1,0,6.6802,22.77777778,2019
"539",38,2019-09-19,19,"Transitional Forest","Natural","RB",1,0,6.6802,22.77777778,2019
"540",38,2019-09-19,19,"Transitional Forest","Natural","RB",1,0,6.6802,22.77777778,2019
"541",38,2019-09-19,19,"Transitional Forest","Natural","SS",1,0,6.6802,22.77777778,2019
"542",38,2019-09-19,19,"Transitional Forest","Natural","SS",1,0,6.6802,22.77777778,2019
"543",38,2019-09-19,20,"Transitional Forest","Natural","RB",1,0,6.6802,22.77777778,2019
"544",38,2019-09-19,20,"Transitional Forest","Natural","RB",1,0,6.6802,22.77777778,2019
"545",38,2019-09-19,20,"Transitional Forest","Natural","RB",1,0,6.6802,22.77777778,2019
"546",38,2019-09-19,20,"Transitional Forest","Natural","RB",1,0,6.6802,22.77777778,2019
"547",38,2019-09-19,20,"Transitional Forest","Natural","RB",1,0,6.6802,22.77777778,2019
"548",38,2019-09-19,20,"Transitional Forest","Natural","RB",1,0,6.6802,22.77777778,2019
"549",38,2019-09-19,21,"Mature Forest","Artificial",NA,0,0,6.6802,22.77777778,2019
"550",38,2019-09-19,22,"Mature Forest","Artificial",NA,0,0,6.6802,22.77777778,2019
"551",38,2019-09-19,23,"Mature Forest","Artificial",NA,0,0,6.6802,22.77777778,2019
"552",38,2019-09-19,24,"Mature Forest","Artificial",NA,0,0,6.6802,22.77777778,2019
"553",38,2019-09-19,25,"Mature Forest","Artificial",NA,0,0,6.6802,22.77777778,2019
"554",38,2019-09-19,26,"Mature Forest","Artificial",NA,0,0,6.6802,22.77777778,2019
"555",38,2019-09-19,27,"Mature Forest","Artificial",NA,0,0,6.6802,22.77777778,2019
"556",38,2019-09-19,28,"Mature Forest","Artificial","RB",1,0,6.6802,22.77777778,2019
"557",38,2019-09-19,29,"Mature Forest","Artificial",NA,0,0,6.6802,22.77777778,2019
"558",38,2019-09-19,30,"Mature Forest","Artificial",NA,0,0,6.6802,22.77777778,2019
"559",38,2019-09-19,31,"Transitional Forest","Artificial","RB",1,0,6.6802,22.77777778,2019
"560",38,2019-09-19,31,"Transitional Forest","Artificial","RB",1,0,6.6802,22.77777778,2019
"561",38,2019-09-19,32,"Transitional Forest","Artificial",NA,0,0,6.6802,22.77777778,2019
"562",38,2019-09-19,33,"Transitional Forest","Artificial","RB",1,0,6.6802,22.77777778,2019
