Week_of_Year,Date,Board_Number,Abundance,Richness,Site_Type,Board_Type,Daily_Precipitation,Maximum_Temperature,Weekly_Precipitation
45,11/6/18,22,0,0,Mature Forest,Artificial,0.6858,14.44444444,6.35
45,11/6/18,23,0,0,Mature Forest,Artificial,0.6858,14.44444444,6.35
45,11/6/18,24,0,0,Mature Forest,Artificial,0.6858,14.44444444,6.35
45,11/6/18,25,0,0,Mature Forest,Artificial,0.6858,14.44444444,6.35
45,11/6/18,26,0,0,Mature Forest,Artificial,0.6858,14.44444444,6.35
45,11/6/18,27,0,0,Mature Forest,Artificial,0.6858,14.44444444,6.35
45,11/6/18,28,0,0,Mature Forest,Artificial,0.6858,14.44444444,6.35
45,11/6/18,29,0,0,Mature Forest,Artificial,0.6858,14.44444444,6.35
45,11/6/18,30,0,0,Mature Forest,Artificial,0.6858,14.44444444,6.35
45,11/6/18,31,0,0,Transitional Forest,Artificial,0.6858,14.44444444,6.35
45,11/6/18,32,0,0,Transitional Forest,Artificial,0.6858,14.44444444,6.35
45,11/6/18,33,0,0,Transitional Forest,Artificial,0.6858,14.44444444,6.35
45,11/6/18,34,1,1,Transitional Forest,Artificial,0.6858,14.44444444,6.35
45,11/6/18,35,0,0,Transitional Forest,Artificial,0.6858,14.44444444,6.35
45,11/6/18,36,0,0,Transitional Forest,Artificial,0.6858,14.44444444,6.35
45,11/6/18,37,0,0,Transitional Forest,Artificial,0.6858,14.44444444,6.35
45,11/6/18,38,0,0,Transitional Forest,Artificial,0.6858,14.44444444,6.35
45,11/6/18,39,0,0,Transitional Forest,Artificial,0.6858,14.44444444,6.35
45,11/6/18,40,0,0,Transitional Forest,Artificial,0.6858,14.44444444,6.35
46,11/13/18,1,0,0,Mature Forest,Natural,0,4.444444444,0
46,11/13/18,2,0,0,Mature Forest,Natural,0,4.444444444,0
46,11/13/18,3,0,0,Mature Forest,Natural,0,4.444444444,0
46,11/13/18,4,0,0,Mature Forest,Natural,0,4.444444444,0
46,11/13/18,5,0,0,Mature Forest,Natural,0,4.444444444,0
46,11/13/18,6,1,1,Mature Forest,Natural,0,4.444444444,0
46,11/13/18,7,1,1,Mature Forest,Natural,0,4.444444444,0
46,11/13/18,8,0,0,Mature Forest,Natural,0,4.444444444,0
46,11/13/18,9,0,0,Mature Forest,Natural,0,4.444444444,0
46,11/13/18,10,0,0,Mature Forest,Natural,0,4.444444444,0
46,11/13/18,11,0,0,Transitional Forest,Natural,0,4.444444444,0
46,11/13/18,12,0,0,Transitional Forest,Natural,0,4.444444444,0
46,11/13/18,13,1,1,Transitional Forest,Natural,0,4.444444444,0
46,11/13/18,14,0,0,Transitional Forest,Natural,0,4.444444444,0
46,11/13/18,15,0,0,Transitional Forest,Natural,0,4.444444444,0
46,11/13/18,16,0,0,Transitional Forest,Natural,0,4.444444444,0
46,11/13/18,17,0,0,Transitional Forest,Natural,0,4.444444444,0
46,11/13/18,18,0,0,Transitional Forest,Natural,0,4.444444444,0
46,11/13/18,19,0,0,Transitional Forest,Natural,0,4.444444444,0
46,11/13/18,20,0,0,Transitional Forest,Natural,0,4.444444444,0
46,11/13/18,21,0,0,Mature Forest,Artificial,0,4.444444444,0
46,11/13/18,22,0,0,Mature Forest,Artificial,0,4.444444444,0
46,11/13/18,23,0,0,Mature Forest,Artificial,0,4.444444444,0
46,11/13/18,24,0,0,Mature Forest,Artificial,0,4.444444444,0
46,11/13/18,25,0,0,Mature Forest,Artificial,0,4.444444444,0
46,11/13/18,26,0,0,Mature Forest,Artificial,0,4.444444444,0
46,11/13/18,27,0,0,Mature Forest,Artificial,0,4.444444444,0
46,11/13/18,28,0,0,Mature Forest,Artificial,0,4.444444444,0
46,11/13/18,29,0,0,Mature Forest,Artificial,0,4.444444444,0
46,11/13/18,30,1,1,Mature Forest,Artificial,0,4.444444444,0
46,11/13/18,31,0,0,Transitional Forest,Artificial,0,4.444444444,0
46,11/13/18,32,0,0,Transitional Forest,Artificial,0,4.444444444,0
46,11/13/18,33,0,0,Transitional Forest,Artificial,0,4.444444444,0
46,11/13/18,34,0,0,Transitional Forest,Artificial,0,4.444444444,0
46,11/13/18,35,1,1,Transitional Forest,Artificial,0,4.444444444,0
46,11/13/18,36,0,0,Transitional Forest,Artificial,0,4.444444444,0
46,11/13/18,37,0,0,Transitional Forest,Artificial,0,4.444444444,0
46,11/13/18,38,1,1,Transitional Forest,Artificial,0,4.444444444,0
46,11/13/18,39,1,1,Transitional Forest,Artificial,0,4.444444444,0
46,11/13/18,40,0,0,Transitional Forest,Artificial,0,4.444444444,0
37,9/12/19,1,0,0,Mature Forest,Natural,2.3114,31.11111111,2.3114
37,9/12/19,2,0,0,Mature Forest,Natural,2.3114,31.11111111,2.3114
37,9/12/19,3,0,0,Mature Forest,Natural,2.3114,31.11111111,2.3114
37,9/12/19,4,0,0,Mature Forest,Natural,2.3114,31.11111111,2.3114
37,9/12/19,5,0,0,Mature Forest,Natural,2.3114,31.11111111,2.3114
37,9/12/19,6,1,1,Mature Forest,Natural,2.3114,31.11111111,2.3114
37,9/12/19,7,0,0,Mature Forest,Natural,2.3114,31.11111111,2.3114
37,9/12/19,8,0,0,Mature Forest,Natural,2.3114,31.11111111,2.3114
37,9/12/19,9,0,0,Mature Forest,Natural,2.3114,31.11111111,2.3114
37,9/12/19,10,0,0,Mature Forest,Natural,2.3114,31.11111111,2.3114
37,9/12/19,11,2,1,Transitional Forest,Natural,2.3114,31.11111111,2.3114
37,9/12/19,12,1,1,Transitional Forest,Natural,2.3114,31.11111111,2.3114
37,9/12/19,13,1,1,Transitional Forest,Natural,2.3114,31.11111111,2.3114
37,9/12/19,14,4,2,Transitional Forest,Natural,2.3114,31.11111111,2.3114
37,9/12/19,15,1,1,Transitional Forest,Natural,2.3114,31.11111111,2.3114
37,9/12/19,16,0,0,Transitional Forest,Natural,2.3114,31.11111111,2.3114
37,9/12/19,17,0,0,Transitional Forest,Natural,2.3114,31.11111111,2.3114
37,9/12/19,18,1,1,Transitional Forest,Natural,2.3114,31.11111111,2.3114
37,9/12/19,19,1,1,Transitional Forest,Natural,2.3114,31.11111111,2.3114
37,9/12/19,20,3,1,Transitional Forest,Natural,2.3114,31.11111111,2.3114
37,9/12/19,21,0,0,Mature Forest,Artificial,2.3114,31.11111111,2.3114
37,9/12/19,22,0,0,Mature Forest,Artificial,2.3114,31.11111111,2.3114
37,9/12/19,23,0,0,Mature Forest,Artificial,2.3114,31.11111111,2.3114
37,9/12/19,24,0,0,Mature Forest,Artificial,2.3114,31.11111111,2.3114
37,9/12/19,25,1,1,Mature Forest,Artificial,2.3114,31.11111111,2.3114
37,9/12/19,26,1,1,Mature Forest,Artificial,2.3114,31.11111111,2.3114
37,9/12/19,27,0,0,Mature Forest,Artificial,2.3114,31.11111111,2.3114
37,9/12/19,28,0,0,Mature Forest,Artificial,2.3114,31.11111111,2.3114
37,9/12/19,29,1,1,Mature Forest,Artificial,2.3114,31.11111111,2.3114
37,9/12/19,30,0,0,Mature Forest,Artificial,2.3114,31.11111111,2.3114
37,9/12/19,31,2,2,Transitional Forest,Artificial,2.3114,31.11111111,2.3114
37,9/12/19,32,0,0,Transitional Forest,Artificial,2.3114,31.11111111,2.3114
37,9/12/19,33,1,1,Transitional Forest,Artificial,2.3114,31.11111111,2.3114
37,9/12/19,34,1,1,Transitional Forest,Artificial,2.3114,31.11111111,2.3114
37,9/12/19,35,3,1,Transitional Forest,Artificial,2.3114,31.11111111,2.3114
37,9/12/19,36,0,0,Transitional Forest,Artificial,2.3114,31.11111111,2.3114
37,9/12/19,37,3,2,Transitional Forest,Artificial,2.3114,31.11111111,2.3114
37,9/12/19,38,0,0,Transitional Forest,Artificial,2.3114,31.11111111,2.3114
37,9/12/19,39,1,1,Transitional Forest,Artificial,2.3114,31.11111111,2.3114
37,9/12/19,40,0,0,Transitional Forest,Artificial,2.3114,31.11111111,2.3114
38,9/19/19,1,0,0,Mature Forest,Natural,0,22.77777778,6.6802
38,9/19/19,2,0,0,Mature Forest,Natural,0,22.77777778,6.6802
38,9/19/19,3,0,0,Mature Forest,Natural,0,22.77777778,6.6802
38,9/19/19,4,0,0,Mature Forest,Natural,0,22.77777778,6.6802
38,9/19/19,5,1,1,Mature Forest,Natural,0,22.77777778,6.6802
38,9/19/19,6,1,1,Mature Forest,Natural,0,22.77777778,6.6802
38,9/19/19,7,0,0,Mature Forest,Natural,0,22.77777778,6.6802
38,9/19/19,8,0,0,Mature Forest,Natural,0,22.77777778,6.6802
38,9/19/19,9,1,1,Mature Forest,Natural,0,22.77777778,6.6802
38,9/19/19,10,0,0,Mature Forest,Natural,0,22.77777778,6.6802
38,9/19/19,11,2,1,Transitional Forest,Natural,0,22.77777778,6.6802
38,9/19/19,12,1,1,Transitional Forest,Natural,0,22.77777778,6.6802
38,9/19/19,13,1,1,Transitional Forest,Natural,0,22.77777778,6.6802
38,9/19/19,14,2,1,Transitional Forest,Natural,0,22.77777778,6.6802
38,9/19/19,15,3,1,Transitional Forest,Natural,0,22.77777778,6.6802
38,9/19/19,16,1,1,Transitional Forest,Natural,0,22.77777778,6.6802
38,9/19/19,17,4,1,Transitional Forest,Natural,0,22.77777778,6.6802
38,9/19/19,18,5,2,Transitional Forest,Natural,0,22.77777778,6.6802
38,9/19/19,19,5,2,Transitional Forest,Natural,0,22.77777778,6.6802
38,9/19/19,20,6,1,Transitional Forest,Natural,0,22.77777778,6.6802
38,9/19/19,21,0,0,Mature Forest,Artificial,0,22.77777778,6.6802
38,9/19/19,22,0,0,Mature Forest,Artificial,0,22.77777778,6.6802
38,9/19/19,23,0,0,Mature Forest,Artificial,0,22.77777778,6.6802
38,9/19/19,24,0,0,Mature Forest,Artificial,0,22.77777778,6.6802
38,9/19/19,25,0,0,Mature Forest,Artificial,0,22.77777778,6.6802
38,9/19/19,26,0,0,Mature Forest,Artificial,0,22.77777778,6.6802
38,9/19/19,27,0,0,Mature Forest,Artificial,0,22.77777778,6.6802
38,9/19/19,28,1,1,Mature Forest,Artificial,0,22.77777778,6.6802
38,9/19/19,29,0,0,Mature Forest,Artificial,0,22.77777778,6.6802
38,9/19/19,30,0,0,Mature Forest,Artificial,0,22.77777778,6.6802
38,9/19/19,31,2,1,Transitional Forest,Artificial,0,22.77777778,6.6802
38,9/19/19,32,0,0,Transitional Forest,Artificial,0,22.77777778,6.6802
38,9/19/19,33,1,1,Transitional Forest,Artificial,0,22.77777778,6.6802
38,9/19/19,34,2,1,Transitional Forest,Artificial,0,22.77777778,6.6802
38,9/19/19,35,0,0,Transitional Forest,Artificial,0,22.77777778,6.6802
38,9/19/19,36,0,0,Transitional Forest,Artificial,0,22.77777778,6.6802
38,9/19/19,37,1,1,Transitional Forest,Artificial,0,22.77777778,6.6802
38,9/19/19,38,2,1,Transitional Forest,Artificial,0,22.77777778,6.6802
38,9/19/19,39,1,1,Transitional Forest,Artificial,0,22.77777778,6.6802
38,9/19/19,40,3,1,Transitional Forest,Artificial,0,22.77777778,6.6802
39,9/26/19,1,0,0,Mature Forest,Natural,0,25,0.2794
39,9/26/19,2,0,0,Mature Forest,Natural,0,25,0.2794
39,9/26/19,3,0,0,Mature Forest,Natural,0,25,0.2794
39,9/26/19,4,0,0,Mature Forest,Natural,0,25,0.2794
39,9/26/19,5,1,1,Mature Forest,Natural,0,25,0.2794
39,9/26/19,6,1,1,Mature Forest,Natural,0,25,0.2794
39,9/26/19,7,0,0,Mature Forest,Natural,0,25,0.2794
39,9/26/19,8,0,0,Mature Forest,Natural,0,25,0.2794
39,9/26/19,9,0,0,Mature Forest,Natural,0,25,0.2794
39,9/26/19,10,0,0,Mature Forest,Natural,0,25,0.2794
39,9/26/19,11,1,1,Transitional Forest,Natural,0,25,0.2794
39,9/26/19,12,1,1,Transitional Forest,Natural,0,25,0.2794
39,9/26/19,13,0,0,Transitional Forest,Natural,0,25,0.2794
39,9/26/19,14,1,1,Transitional Forest,Natural,0,25,0.2794
39,9/26/19,15,2,1,Transitional Forest,Natural,0,25,0.2794
39,9/26/19,16,1,1,Transitional Forest,Natural,0,25,0.2794
39,9/26/19,17,2,1,Transitional Forest,Natural,0,25,0.2794
39,9/26/19,18,0,0,Transitional Forest,Natural,0,25,0.2794
39,9/26/19,19,0,0,Transitional Forest,Natural,0,25,0.2794
39,9/26/19,20,0,0,Transitional Forest,Natural,0,25,0.2794
39,9/26/19,21,1,1,Mature Forest,Artificial,0,25,0.2794
39,9/26/19,22,0,0,Mature Forest,Artificial,0,25,0.2794
39,9/26/19,23,0,0,Mature Forest,Artificial,0,25,0.2794
39,9/26/19,24,0,0,Mature Forest,Artificial,0,25,0.2794
39,9/26/19,25,1,1,Mature Forest,Artificial,0,25,0.2794
39,9/26/19,26,0,0,Mature Forest,Artificial,0,25,0.2794
39,9/26/19,27,0,0,Mature Forest,Artificial,0,25,0.2794
39,9/26/19,28,1,1,Mature Forest,Artificial,0,25,0.2794
39,9/26/19,29,0,0,Mature Forest,Artificial,0,25,0.2794
39,9/26/19,30,0,0,Mature Forest,Artificial,0,25,0.2794
39,9/26/19,31,0,0,Transitional Forest,Artificial,0,25,0.2794
39,9/26/19,32,1,1,Transitional Forest,Artificial,0,25,0.2794
39,9/26/19,33,0,0,Transitional Forest,Artificial,0,25,0.2794
39,9/26/19,34,0,0,Transitional Forest,Artificial,0,25,0.2794
39,9/26/19,35,0,0,Transitional Forest,Artificial,0,25,0.2794
39,9/26/19,36,0,0,Transitional Forest,Artificial,0,25,0.2794
39,9/26/19,37,0,0,Transitional Forest,Artificial,0,25,0.2794
39,9/26/19,38,0,0,Transitional Forest,Artificial,0,25,0.2794
39,9/26/19,39,0,0,Transitional Forest,Artificial,0,25,0.2794
39,9/26/19,40,0,0,Transitional Forest,Artificial,0,25,0.2794
40,10/3/19,1,1,1,Mature Forest,Natural,0.4064,27.77777778,0.4318
40,10/3/19,2,0,0,Mature Forest,Natural,0.4064,27.77777778,0.4318
40,10/3/19,3,0,0,Mature Forest,Natural,0.4064,27.77777778,0.4318
40,10/3/19,4,1,1,Mature Forest,Natural,0.4064,27.77777778,0.4318
40,10/3/19,5,1,1,Mature Forest,Natural,0.4064,27.77777778,0.4318
40,10/3/19,6,0,0,Mature Forest,Natural,0.4064,27.77777778,0.4318
40,10/3/19,7,0,0,Mature Forest,Natural,0.4064,27.77777778,0.4318
40,10/3/19,8,0,0,Mature Forest,Natural,0.4064,27.77777778,0.4318
40,10/3/19,9,0,0,Mature Forest,Natural,0.4064,27.77777778,0.4318
40,10/3/19,10,0,0,Mature Forest,Natural,0.4064,27.77777778,0.4318
40,10/3/19,11,0,0,Transitional Forest,Natural,0.4064,27.77777778,0.4318
40,10/3/19,12,0,0,Transitional Forest,Natural,0.4064,27.77777778,0.4318
40,10/3/19,13,0,0,Transitional Forest,Natural,0.4064,27.77777778,0.4318
40,10/3/19,14,1,1,Transitional Forest,Natural,0.4064,27.77777778,0.4318
40,10/3/19,15,1,1,Transitional Forest,Natural,0.4064,27.77777778,0.4318
40,10/3/19,16,1,1,Transitional Forest,Natural,0.4064,27.77777778,0.4318
40,10/3/19,17,1,1,Transitional Forest,Natural,0.4064,27.77777778,0.4318
40,10/3/19,18,0,0,Transitional Forest,Natural,0.4064,27.77777778,0.4318
40,10/3/19,19,0,0,Transitional Forest,Natural,0.4064,27.77777778,0.4318
40,10/3/19,20,0,0,Transitional Forest,Natural,0.4064,27.77777778,0.4318
40,10/3/19,21,1,1,Mature Forest,Artificial,0.4064,27.77777778,0.4318
40,10/3/19,22,0,0,Mature Forest,Artificial,0.4064,27.77777778,0.4318
40,10/3/19,23,0,0,Mature Forest,Artificial,0.4064,27.77777778,0.4318
40,10/3/19,24,0,0,Mature Forest,Artificial,0.4064,27.77777778,0.4318
40,10/3/19,25,1,1,Mature Forest,Artificial,0.4064,27.77777778,0.4318
40,10/3/19,26,0,0,Mature Forest,Artificial,0.4064,27.77777778,0.4318
40,10/3/19,27,0,0,Mature Forest,Artificial,0.4064,27.77777778,0.4318
40,10/3/19,28,0,0,Mature Forest,Artificial,0.4064,27.77777778,0.4318
40,10/3/19,29,0,0,Mature Forest,Artificial,0.4064,27.77777778,0.4318
40,10/3/19,30,1,1,Mature Forest,Artificial,0.4064,27.77777778,0.4318
40,10/3/19,31,0,0,Transitional Forest,Artificial,0.4064,27.77777778,0.4318
40,10/3/19,32,0,0,Transitional Forest,Artificial,0.4064,27.77777778,0.4318
40,10/3/19,33,1,1,Transitional Forest,Artificial,0.4064,27.77777778,0.4318
40,10/3/19,34,0,0,Transitional Forest,Artificial,0.4064,27.77777778,0.4318
40,10/3/19,35,0,0,Transitional Forest,Artificial,0.4064,27.77777778,0.4318
40,10/3/19,36,0,0,Transitional Forest,Artificial,0.4064,27.77777778,0.4318
40,10/3/19,37,2,2,Transitional Forest,Artificial,0.4064,27.77777778,0.4318
40,10/3/19,38,0,0,Transitional Forest,Artificial,0.4064,27.77777778,0.4318
40,10/3/19,39,0,0,Transitional Forest,Artificial,0.4064,27.77777778,0.4318
40,10/3/19,40,1,1,Transitional Forest,Artificial,0.4064,27.77777778,0.4318
41,10/10/19,1,2,1,Mature Forest,Natural,0,19.44444444,0.4318
41,10/10/19,2,0,0,Mature Forest,Natural,0,19.44444444,0.4318
41,10/10/19,3,0,0,Mature Forest,Natural,0,19.44444444,0.4318
41,10/10/19,4,1,1,Mature Forest,Natural,0,19.44444444,0.4318
41,10/10/19,5,0,0,Mature Forest,Natural,0,19.44444444,0.4318
41,10/10/19,6,0,0,Mature Forest,Natural,0,19.44444444,0.4318
41,10/10/19,7,1,1,Mature Forest,Natural,0,19.44444444,0.4318
41,10/10/19,8,1,1,Mature Forest,Natural,0,19.44444444,0.4318
41,10/10/19,9,0,0,Mature Forest,Natural,0,19.44444444,0.4318
41,10/10/19,10,0,0,Mature Forest,Natural,0,19.44444444,0.4318
41,10/10/19,11,0,0,Transitional Forest,Natural,0,19.44444444,0.4318
41,10/10/19,12,1,1,Transitional Forest,Natural,0,19.44444444,0.4318
41,10/10/19,13,0,0,Transitional Forest,Natural,0,19.44444444,0.4318
41,10/10/19,14,1,1,Transitional Forest,Natural,0,19.44444444,0.4318
41,10/10/19,15,1,1,Transitional Forest,Natural,0,19.44444444,0.4318
41,10/10/19,16,1,1,Transitional Forest,Natural,0,19.44444444,0.4318
41,10/10/19,17,0,0,Transitional Forest,Natural,0,19.44444444,0.4318
41,10/10/19,18,0,0,Transitional Forest,Natural,0,19.44444444,0.4318
41,10/10/19,19,1,1,Transitional Forest,Natural,0,19.44444444,0.4318
41,10/10/19,20,1,1,Transitional Forest,Natural,0,19.44444444,0.4318
41,10/10/19,21,0,0,Mature Forest,Artificial,0,19.44444444,0.4318
41,10/10/19,22,0,0,Mature Forest,Artificial,0,19.44444444,0.4318
41,10/10/19,23,0,0,Mature Forest,Artificial,0,19.44444444,0.4318
41,10/10/19,24,0,0,Mature Forest,Artificial,0,19.44444444,0.4318
41,10/10/19,25,0,0,Mature Forest,Artificial,0,19.44444444,0.4318
41,10/10/19,26,0,0,Mature Forest,Artificial,0,19.44444444,0.4318
41,10/10/19,27,0,0,Mature Forest,Artificial,0,19.44444444,0.4318
41,10/10/19,28,0,0,Mature Forest,Artificial,0,19.44444444,0.4318
41,10/10/19,29,0,0,Mature Forest,Artificial,0,19.44444444,0.4318
41,10/10/19,30,0,0,Mature Forest,Artificial,0,19.44444444,0.4318
41,10/10/19,31,1,1,Transitional Forest,Artificial,0,19.44444444,0.4318
41,10/10/19,32,0,0,Transitional Forest,Artificial,0,19.44444444,0.4318
41,10/10/19,33,0,0,Transitional Forest,Artificial,0,19.44444444,0.4318
41,10/10/19,34,0,0,Transitional Forest,Artificial,0,19.44444444,0.4318
41,10/10/19,35,0,0,Transitional Forest,Artificial,0,19.44444444,0.4318
41,10/10/19,36,1,1,Transitional Forest,Artificial,0,19.44444444,0.4318
41,10/10/19,37,0,0,Transitional Forest,Artificial,0,19.44444444,0.4318
41,10/10/19,38,0,0,Transitional Forest,Artificial,0,19.44444444,0.4318
41,10/10/19,39,0,0,Transitional Forest,Artificial,0,19.44444444,0.4318
41,10/10/19,40,0,0,Transitional Forest,Artificial,0,19.44444444,0.4318
42,10/17/19,1,0,0,Mature Forest,Natural,1.4478,8.888888889,2.8448
42,10/17/19,2,0,0,Mature Forest,Natural,1.4478,8.888888889,2.8448
42,10/17/19,3,0,0,Mature Forest,Natural,1.4478,8.888888889,2.8448
42,10/17/19,4,1,1,Mature Forest,Natural,1.4478,8.888888889,2.8448
42,10/17/19,5,0,0,Mature Forest,Natural,1.4478,8.888888889,2.8448
42,10/17/19,6,2,1,Mature Forest,Natural,1.4478,8.888888889,2.8448
42,10/17/19,7,0,0,Mature Forest,Natural,1.4478,8.888888889,2.8448
42,10/17/19,8,0,0,Mature Forest,Natural,1.4478,8.888888889,2.8448
42,10/17/19,9,0,0,Mature Forest,Natural,1.4478,8.888888889,2.8448
42,10/17/19,10,0,0,Mature Forest,Natural,1.4478,8.888888889,2.8448
42,10/17/19,11,0,0,Transitional Forest,Natural,1.4478,8.888888889,2.8448
42,10/17/19,12,1,1,Transitional Forest,Natural,1.4478,8.888888889,2.8448
42,10/17/19,13,0,0,Transitional Forest,Natural,1.4478,8.888888889,2.8448
42,10/17/19,14,0,0,Transitional Forest,Natural,1.4478,8.888888889,2.8448
42,10/17/19,15,0,0,Transitional Forest,Natural,1.4478,8.888888889,2.8448
42,10/17/19,16,0,0,Transitional Forest,Natural,1.4478,8.888888889,2.8448
42,10/17/19,17,0,0,Transitional Forest,Natural,1.4478,8.888888889,2.8448
42,10/17/19,18,0,0,Transitional Forest,Natural,1.4478,8.888888889,2.8448
42,10/17/19,19,0,0,Transitional Forest,Natural,1.4478,8.888888889,2.8448
42,10/17/19,20,0,0,Transitional Forest,Natural,1.4478,8.888888889,2.8448
42,10/17/19,21,0,0,Mature Forest,Artificial,1.4478,8.888888889,2.8448
42,10/17/19,22,0,0,Mature Forest,Artificial,1.4478,8.888888889,2.8448
42,10/17/19,23,1,1,Mature Forest,Artificial,1.4478,8.888888889,2.8448
42,10/17/19,24,0,0,Mature Forest,Artificial,1.4478,8.888888889,2.8448
42,10/17/19,25,1,1,Mature Forest,Artificial,1.4478,8.888888889,2.8448
42,10/17/19,26,0,0,Mature Forest,Artificial,1.4478,8.888888889,2.8448
42,10/17/19,27,0,0,Mature Forest,Artificial,1.4478,8.888888889,2.8448
42,10/17/19,28,0,0,Mature Forest,Artificial,1.4478,8.888888889,2.8448
42,10/17/19,29,0,0,Mature Forest,Artificial,1.4478,8.888888889,2.8448
42,10/17/19,30,0,0,Mature Forest,Artificial,1.4478,8.888888889,2.8448
42,10/17/19,31,0,0,Transitional Forest,Artificial,1.4478,8.888888889,2.8448
42,10/17/19,32,1,1,Transitional Forest,Artificial,1.4478,8.888888889,2.8448
42,10/17/19,33,0,0,Transitional Forest,Artificial,1.4478,8.888888889,2.8448
42,10/17/19,34,1,1,Transitional Forest,Artificial,1.4478,8.888888889,2.8448
42,10/17/19,35,0,0,Transitional Forest,Artificial,1.4478,8.888888889,2.8448
42,10/17/19,36,0,0,Transitional Forest,Artificial,1.4478,8.888888889,2.8448
42,10/17/19,37,0,0,Transitional Forest,Artificial,1.4478,8.888888889,2.8448
42,10/17/19,38,0,0,Transitional Forest,Artificial,1.4478,8.888888889,2.8448
42,10/17/19,39,0,0,Transitional Forest,Artificial,1.4478,8.888888889,2.8448
42,10/17/19,40,0,0,Transitional Forest,Artificial,1.4478,8.888888889,2.8448
43,10/24/19,1,1,1,Mature Forest,Natural,0,14.44444444,1.0668
43,10/24/19,2,0,0,Mature Forest,Natural,0,14.44444444,1.0668
43,10/24/19,3,0,0,Mature Forest,Natural,0,14.44444444,1.0668
43,10/24/19,4,1,1,Mature Forest,Natural,0,14.44444444,1.0668
43,10/24/19,5,0,0,Mature Forest,Natural,0,14.44444444,1.0668
43,10/24/19,6,2,1,Mature Forest,Natural,0,14.44444444,1.0668
43,10/24/19,7,0,0,Mature Forest,Natural,0,14.44444444,1.0668
43,10/24/19,8,0,0,Mature Forest,Natural,0,14.44444444,1.0668
43,10/24/19,9,1,1,Mature Forest,Natural,0,14.44444444,1.0668
43,10/24/19,10,0,0,Mature Forest,Natural,0,14.44444444,1.0668
43,10/24/19,11,0,0,Transitional Forest,Natural,0,14.44444444,1.0668
43,10/24/19,12,0,0,Transitional Forest,Natural,0,14.44444444,1.0668
43,10/24/19,13,0,0,Transitional Forest,Natural,0,14.44444444,1.0668
43,10/24/19,14,1,1,Transitional Forest,Natural,0,14.44444444,1.0668
43,10/24/19,15,1,1,Transitional Forest,Natural,0,14.44444444,1.0668
43,10/24/19,16,0,0,Transitional Forest,Natural,0,14.44444444,1.0668
43,10/24/19,17,0,0,Transitional Forest,Natural,0,14.44444444,1.0668
43,10/24/19,18,0,0,Transitional Forest,Natural,0,14.44444444,1.0668
43,10/24/19,19,0,0,Transitional Forest,Natural,0,14.44444444,1.0668
43,10/24/19,20,0,0,Transitional Forest,Natural,0,14.44444444,1.0668
43,10/24/19,21,0,0,Mature Forest,Artificial,0,14.44444444,1.0668
43,10/24/19,22,0,0,Mature Forest,Artificial,0,14.44444444,1.0668
43,10/24/19,23,0,0,Mature Forest,Artificial,0,14.44444444,1.0668
43,10/24/19,24,0,0,Mature Forest,Artificial,0,14.44444444,1.0668
43,10/24/19,25,1,1,Mature Forest,Artificial,0,14.44444444,1.0668
43,10/24/19,26,0,0,Mature Forest,Artificial,0,14.44444444,1.0668
43,10/24/19,27,0,0,Mature Forest,Artificial,0,14.44444444,1.0668
43,10/24/19,28,0,0,Mature Forest,Artificial,0,14.44444444,1.0668
43,10/24/19,29,1,1,Mature Forest,Artificial,0,14.44444444,1.0668
43,10/24/19,30,0,0,Mature Forest,Artificial,0,14.44444444,1.0668
43,10/24/19,31,0,0,Transitional Forest,Artificial,0,14.44444444,1.0668
43,10/24/19,32,0,0,Transitional Forest,Artificial,0,14.44444444,1.0668
43,10/24/19,33,0,0,Transitional Forest,Artificial,0,14.44444444,1.0668
43,10/24/19,34,0,0,Transitional Forest,Artificial,0,14.44444444,1.0668
43,10/24/19,35,1,1,Transitional Forest,Artificial,0,14.44444444,1.0668
43,10/24/19,36,0,0,Transitional Forest,Artificial,0,14.44444444,1.0668
43,10/24/19,37,0,0,Transitional Forest,Artificial,0,14.44444444,1.0668
43,10/24/19,38,2,1,Transitional Forest,Artificial,0,14.44444444,1.0668
43,10/24/19,39,0,0,Transitional Forest,Artificial,0,14.44444444,1.0668
43,10/24/19,40,1,1,Transitional Forest,Artificial,0,14.44444444,1.0668
44,10/31/19,1,0,0,Mature Forest,Natural,0.6858,15,2.9972
44,10/31/19,2,0,0,Mature Forest,Natural,0.6858,15,2.9972
44,10/31/19,3,0,0,Mature Forest,Natural,0.6858,15,2.9972
44,10/31/19,4,0,0,Mature Forest,Natural,0.6858,15,2.9972
44,10/31/19,5,0,0,Mature Forest,Natural,0.6858,15,2.9972
44,10/31/19,6,0,0,Mature Forest,Natural,0.6858,15,2.9972
44,10/31/19,7,0,0,Mature Forest,Natural,0.6858,15,2.9972
44,10/31/19,8,0,0,Mature Forest,Natural,0.6858,15,2.9972
44,10/31/19,9,0,0,Mature Forest,Natural,0.6858,15,2.9972
44,10/31/19,10,0,0,Mature Forest,Natural,0.6858,15,2.9972
44,10/31/19,11,1,1,Transitional Forest,Natural,0.6858,15,2.9972
44,10/31/19,12,0,0,Transitional Forest,Natural,0.6858,15,2.9972
44,10/31/19,13,1,1,Transitional Forest,Natural,0.6858,15,2.9972
44,10/31/19,14,0,0,Transitional Forest,Natural,0.6858,15,2.9972
44,10/31/19,15,0,0,Transitional Forest,Natural,0.6858,15,2.9972
