"","Week_of_Year","Date","Board_Number","Abundance","Richness","Site_Type","Board_Type","Daily_Precipitation","Maximum_Temperature","Weekly_Precipitation","Year"
"286",44,2018-10-30,6,1,1,"Mature Forest","Natural",0.7112,6.666666667,5.0546,2018
"287",44,2018-10-30,7,0,0,"Mature Forest","Natural",0.7112,6.666666667,5.0546,2018
"288",44,2018-10-30,8,0,0,"Mature Forest","Natural",0.7112,6.666666667,5.0546,2018
"289",44,2018-10-30,9,0,0,"Mature Forest","Natural",0.7112,6.666666667,5.0546,2018
"290",44,2018-10-30,10,0,0,"Mature Forest","Natural",0.7112,6.666666667,5.0546,2018
"291",44,2018-10-30,11,0,0,"Transitional Forest","Natural",0.7112,6.666666667,5.0546,2018
"292",44,2018-10-30,12,0,0,"Transitional Forest","Natural",0.7112,6.666666667,5.0546,2018
"293",44,2018-10-30,13,0,0,"Transitional Forest","Natural",0.7112,6.666666667,5.0546,2018
"294",44,2018-10-30,14,0,0,"Transitional Forest","Natural",0.7112,6.666666667,5.0546,2018
"295",44,2018-10-30,15,1,1,"Transitional Forest","Natural",0.7112,6.666666667,5.0546,2018
"296",44,2018-10-30,16,1,1,"Transitional Forest","Natural",0.7112,6.666666667,5.0546,2018
"297",44,2018-10-30,17,0,0,"Transitional Forest","Natural",0.7112,6.666666667,5.0546,2018
"298",44,2018-10-30,18,1,1,"Transitional Forest","Natural",0.7112,6.666666667,5.0546,2018
"299",44,2018-10-30,19,1,1,"Transitional Forest","Natural",0.7112,6.666666667,5.0546,2018
"300",44,2018-10-30,20,0,0,"Transitional Forest","Natural",0.7112,6.666666667,5.0546,2018
"301",44,2018-10-30,21,0,0,"Mature Forest","Artificial",0.7112,6.666666667,5.0546,2018
"302",44,2018-10-30,22,0,0,"Mature Forest","Artificial",0.7112,6.666666667,5.0546,2018
"303",44,2018-10-30,23,0,0,"Mature Forest","Artificial",0.7112,6.666666667,5.0546,2018
"304",44,2018-10-30,24,0,0,"Mature Forest","Artificial",0.7112,6.666666667,5.0546,2018
"305",44,2018-10-30,25,0,0,"Mature Forest","Artificial",0.7112,6.666666667,5.0546,2018
"306",44,2018-10-30,26,0,0,"Mature Forest","Artificial",0.7112,6.666666667,5.0546,2018
"307",44,2018-10-30,27,0,0,"Mature Forest","Artificial",0.7112,6.666666667,5.0546,2018
"308",44,2018-10-30,28,0,0,"Mature Forest","Artificial",0.7112,6.666666667,5.0546,2018
"309",44,2018-10-30,29,0,0,"Mature Forest","Artificial",0.7112,6.666666667,5.0546,2018
"310",44,2018-10-30,30,1,1,"Mature Forest","Artificial",0.7112,6.666666667,5.0546,2018
"311",44,2018-10-30,31,0,0,"Transitional Forest","Artificial",0.7112,6.666666667,5.0546,2018
"312",44,2018-10-30,32,0,0,"Transitional Forest","Artificial",0.7112,6.666666667,5.0546,2018
"313",44,2018-10-30,33,0,0,"Transitional Forest","Artificial",0.7112,6.666666667,5.0546,2018
"314",44,2018-10-30,34,0,0,"Transitional Forest","Artificial",0.7112,6.666666667,5.0546,2018
"315",44,2018-10-30,35,0,0,"Transitional Forest","Artificial",0.7112,6.666666667,5.0546,2018
"316",44,2018-10-30,36,0,0,"Transitional Forest","Artificial",0.7112,6.666666667,5.0546,2018
"317",44,2018-10-30,37,0,0,"Transitional Forest","Artificial",0.7112,6.666666667,5.0546,2018
"318",44,2018-10-30,38,0,0,"Transitional Forest","Artificial",0.7112,6.666666667,5.0546,2018
"319",44,2018-10-30,39,0,0,"Transitional Forest","Artificial",0.7112,6.666666667,5.0546,2018
"320",44,2018-10-30,40,1,1,"Transitional Forest","Artificial",0.7112,6.666666667,5.0546,2018
"321",45,2018-11-06,1,0,0,"Mature Forest","Natural",0.6858,14.44444444,6.35,2018
"322",45,2018-11-06,2,0,0,"Mature Forest","Natural",0.6858,14.44444444,6.35,2018
"323",45,2018-11-06,3,0,0,"Mature Forest","Natural",0.6858,14.44444444,6.35,2018
"324",45,2018-11-06,4,0,0,"Mature Forest","Natural",0.6858,14.44444444,6.35,2018
"325",45,2018-11-06,5,1,1,"Mature Forest","Natural",0.6858,14.44444444,6.35,2018
"326",45,2018-11-06,6,0,0,"Mature Forest","Natural",0.6858,14.44444444,6.35,2018
"327",45,2018-11-06,7,0,0,"Mature Forest","Natural",0.6858,14.44444444,6.35,2018
"328",45,2018-11-06,8,0,0,"Mature Forest","Natural",0.6858,14.44444444,6.35,2018
"329",45,2018-11-06,9,0,0,"Mature Forest","Natural",0.6858,14.44444444,6.35,2018
"330",45,2018-11-06,10,0,0,"Mature Forest","Natural",0.6858,14.44444444,6.35,2018
"331",45,2018-11-06,11,0,0,"Transitional Forest","Natural",0.6858,14.44444444,6.35,2018
"332",45,2018-11-06,12,0,0,"Transitional Forest","Natural",0.6858,14.44444444,6.35,2018
"333",45,2018-11-06,13,0,0,"Transitional Forest","Natural",0.6858,14.44444444,6.35,2018
"334",45,2018-11-06,14,0,0,"Transitional Forest","Natural",0.6858,14.44444444,6.35,2018
"335",45,2018-11-06,15,0,0,"Transitional Forest","Natural",0.6858,14.44444444,6.35,2018
"336",45,2018-11-06,16,0,0,"Transitional Forest","Natural",0.6858,14.44444444,6.35,2018
"337",45,2018-11-06,17,0,0,"Transitional Forest","Natural",0.6858,14.44444444,6.35,2018
"338",45,2018-11-06,18,0,0,"Transitional Forest","Natural",0.6858,14.44444444,6.35,2018
"339",45,2018-11-06,19,0,0,"Transitional Forest","Natural",0.6858,14.44444444,6.35,2018
"340",45,2018-11-06,20,0,0,"Transitional Forest","Natural",0.6858,14.44444444,6.35,2018
"341",45,2018-11-06,21,0,0,"Mature Forest","Artificial",0.6858,14.44444444,6.35,2018
"342",45,2018-11-06,22,0,0,"Mature Forest","Artificial",0.6858,14.44444444,6.35,2018
"343",45,2018-11-06,23,0,0,"Mature Forest","Artificial",0.6858,14.44444444,6.35,2018
"344",45,2018-11-06,24,0,0,"Mature Forest","Artificial",0.6858,14.44444444,6.35,2018
"345",45,2018-11-06,25,0,0,"Mature Forest","Artificial",0.6858,14.44444444,6.35,2018
"346",45,2018-11-06,26,0,0,"Mature Forest","Artificial",0.6858,14.44444444,6.35,2018
"347",45,2018-11-06,27,0,0,"Mature Forest","Artificial",0.6858,14.44444444,6.35,2018
"348",45,2018-11-06,28,0,0,"Mature Forest","Artificial",0.6858,14.44444444,6.35,2018
"349",45,2018-11-06,29,0,0,"Mature Forest","Artificial",0.6858,14.44444444,6.35,2018
"350",45,2018-11-06,30,0,0,"Mature Forest","Artificial",0.6858,14.44444444,6.35,2018
"351",45,2018-11-06,31,0,0,"Transitional Forest","Artificial",0.6858,14.44444444,6.35,2018
"352",45,2018-11-06,32,0,0,"Transitional Forest","Artificial",0.6858,14.44444444,6.35,2018
"353",45,2018-11-06,33,0,0,"Transitional Forest","Artificial",0.6858,14.44444444,6.35,2018
"354",45,2018-11-06,34,1,1,"Transitional Forest","Artificial",0.6858,14.44444444,6.35,2018
"355",45,2018-11-06,35,0,0,"Transitional Forest","Artificial",0.6858,14.44444444,6.35,2018
"356",45,2018-11-06,36,0,0,"Transitional Forest","Artificial",0.6858,14.44444444,6.35,2018
"357",45,2018-11-06,37,0,0,"Transitional Forest","Artificial",0.6858,14.44444444,6.35,2018
"358",45,2018-11-06,38,0,0,"Transitional Forest","Artificial",0.6858,14.44444444,6.35,2018
"359",45,2018-11-06,39,0,0,"Transitional Forest","Artificial",0.6858,14.44444444,6.35,2018
"360",45,2018-11-06,40,0,0,"Transitional Forest","Artificial",0.6858,14.44444444,6.35,2018
"361",46,2018-11-13,1,0,0,"Mature Forest","Natural",0,4.444444444,0,2018
"362",46,2018-11-13,2,0,0,"Mature Forest","Natural",0,4.444444444,0,2018
"363",46,2018-11-13,3,0,0,"Mature Forest","Natural",0,4.444444444,0,2018
"364",46,2018-11-13,4,0,0,"Mature Forest","Natural",0,4.444444444,0,2018
"365",46,2018-11-13,5,0,0,"Mature Forest","Natural",0,4.444444444,0,2018
"366",46,2018-11-13,6,1,1,"Mature Forest","Natural",0,4.444444444,0,2018
"367",46,2018-11-13,7,1,1,"Mature Forest","Natural",0,4.444444444,0,2018
"368",46,2018-11-13,8,0,0,"Mature Forest","Natural",0,4.444444444,0,2018
"369",46,2018-11-13,9,0,0,"Mature Forest","Natural",0,4.444444444,0,2018
"370",46,2018-11-13,10,0,0,"Mature Forest","Natural",0,4.444444444,0,2018
"371",46,2018-11-13,11,0,0,"Transitional Forest","Natural",0,4.444444444,0,2018
"372",46,2018-11-13,12,0,0,"Transitional Forest","Natural",0,4.444444444,0,2018
"373",46,2018-11-13,13,1,1,"Transitional Forest","Natural",0,4.444444444,0,2018
"374",46,2018-11-13,14,0,0,"Transitional Forest","Natural",0,4.444444444,0,2018
"375",46,2018-11-13,15,0,0,"Transitional Forest","Natural",0,4.444444444,0,2018
"376",46,2018-11-13,16,0,0,"Transitional Forest","Natural",0,4.444444444,0,2018
"377",46,2018-11-13,17,0,0,"Transitional Forest","Natural",0,4.444444444,0,2018
"378",46,2018-11-13,18,0,0,"Transitional Forest","Natural",0,4.444444444,0,2018
"379",46,2018-11-13,19,0,0,"Transitional Forest","Natural",0,4.444444444,0,2018
"380",46,2018-11-13,20,0,0,"Transitional Forest","Natural",0,4.444444444,0,2018
"381",46,2018-11-13,21,0,0,"Mature Forest","Artificial",0,4.444444444,0,2018
"382",46,2018-11-13,22,0,0,"Mature Forest","Artificial",0,4.444444444,0,2018
"383",46,2018-11-13,23,0,0,"Mature Forest","Artificial",0,4.444444444,0,2018
"384",46,2018-11-13,24,0,0,"Mature Forest","Artificial",0,4.444444444,0,2018
"385",46,2018-11-13,25,0,0,"Mature Forest","Artificial",0,4.444444444,0,2018
"386",46,2018-11-13,26,0,0,"Mature Forest","Artificial",0,4.444444444,0,2018
"387",46,2018-11-13,27,0,0,"Mature Forest","Artificial",0,4.444444444,0,2018
"388",46,2018-11-13,28,0,0,"Mature Forest","Artificial",0,4.444444444,0,2018
"389",46,2018-11-13,29,0,0,"Mature Forest","Artificial",0,4.444444444,0,2018
"390",46,2018-11-13,30,1,1,"Mature Forest","Artificial",0,4.444444444,0,2018
"391",46,2018-11-13,31,0,0,"Transitional Forest","Artificial",0,4.444444444,0,2018
"392",46,2018-11-13,32,0,0,"Transitional Forest","Artificial",0,4.444444444,0,2018
"393",46,2018-11-13,33,0,0,"Transitional Forest","Artificial",0,4.444444444,0,2018
"394",46,2018-11-13,34,0,0,"Transitional Forest","Artificial",0,4.444444444,0,2018
"395",46,2018-11-13,35,1,1,"Transitional Forest","Artificial",0,4.444444444,0,2018
"396",46,2018-11-13,36,0,0,"Transitional Forest","Artificial",0,4.444444444,0,2018
"397",46,2018-11-13,37,0,0,"Transitional Forest","Artificial",0,4.444444444,0,2018
"398",46,2018-11-13,38,1,1,"Transitional Forest","Artificial",0,4.444444444,0,2018
"399",46,2018-11-13,39,1,1,"Transitional Forest","Artificial",0,4.444444444,0,2018
"400",46,2018-11-13,40,0,0,"Transitional Forest","Artificial",0,4.444444444,0,2018
"401",37,2019-09-12,1,0,0,"Mature Forest","Natural",2.3114,31.11111111,2.3114,2019
"402",37,2019-09-12,2,0,0,"Mature Forest","Natural",2.3114,31.11111111,2.3114,2019
"403",37,2019-09-12,3,0,0,"Mature Forest","Natural",2.3114,31.11111111,2.3114,2019
"404",37,2019-09-12,4,0,0,"Mature Forest","Natural",2.3114,31.11111111,2.3114,2019
"405",37,2019-09-12,5,0,0,"Mature Forest","Natural",2.3114,31.11111111,2.3114,2019
"406",37,2019-09-12,6,1,1,"Mature Forest","Natural",2.3114,31.11111111,2.3114,2019
"407",37,2019-09-12,7,0,0,"Mature Forest","Natural",2.3114,31.11111111,2.3114,2019
"408",37,2019-09-12,8,0,0,"Mature Forest","Natural",2.3114,31.11111111,2.3114,2019
"409",37,2019-09-12,9,0,0,"Mature Forest","Natural",2.3114,31.11111111,2.3114,2019
"410",37,2019-09-12,10,0,0,"Mature Forest","Natural",2.3114,31.11111111,2.3114,2019
"411",37,2019-09-12,11,2,1,"Transitional Forest","Natural",2.3114,31.11111111,2.3114,2019
"412",37,2019-09-12,12,1,1,"Transitional Forest","Natural",2.3114,31.11111111,2.3114,2019
"413",37,2019-09-12,13,1,1,"Transitional Forest","Natural",2.3114,31.11111111,2.3114,2019
"414",37,2019-09-12,14,4,2,"Transitional Forest","Natural",2.3114,31.11111111,2.3114,2019
"415",37,2019-09-12,15,1,1,"Transitional Forest","Natural",2.3114,31.11111111,2.3114,2019
"416",37,2019-09-12,16,0,0,"Transitional Forest","Natural",2.3114,31.11111111,2.3114,2019
"417",37,2019-09-12,17,0,0,"Transitional Forest","Natural",2.3114,31.11111111,2.3114,2019
"418",37,2019-09-12,18,1,1,"Transitional Forest","Natural",2.3114,31.11111111,2.3114,2019
"419",37,2019-09-12,19,1,1,"Transitional Forest","Natural",2.3114,31.11111111,2.3114,2019
"420",37,2019-09-12,20,3,1,"Transitional Forest","Natural",2.3114,31.11111111,2.3114,2019
"421",37,2019-09-12,21,0,0,"Mature Forest","Artificial",2.3114,31.11111111,2.3114,2019
"422",37,2019-09-12,22,0,0,"Mature Forest","Artificial",2.3114,31.11111111,2.3114,2019
"423",37,2019-09-12,23,0,0,"Mature Forest","Artificial",2.3114,31.11111111,2.3114,2019
"424",37,2019-09-12,24,0,0,"Mature Forest","Artificial",2.3114,31.11111111,2.3114,2019
"425",37,2019-09-12,25,1,1,"Mature Forest","Artificial",2.3114,31.11111111,2.3114,2019
"426",37,2019-09-12,26,1,1,"Mature Forest","Artificial",2.3114,31.11111111,2.3114,2019
"427",37,2019-09-12,27,0,0,"Mature Forest","Artificial",2.3114,31.11111111,2.3114,2019
"428",37,2019-09-12,28,0,0,"Mature Forest","Artificial",2.3114,31.11111111,2.3114,2019
"429",37,2019-09-12,29,1,1,"Mature Forest","Artificial",2.3114,31.11111111,2.3114,2019
"430",37,2019-09-12,30,0,0,"Mature Forest","Artificial",2.3114,31.11111111,2.3114,2019
"431",37,2019-09-12,31,2,2,"Transitional Forest","Artificial",2.3114,31.11111111,2.3114,2019
"432",37,2019-09-12,32,0,0,"Transitional Forest","Artificial",2.3114,31.11111111,2.3114,2019
"433",37,2019-09-12,33,1,1,"Transitional Forest","Artificial",2.3114,31.11111111,2.3114,2019
"434",37,2019-09-12,34,1,1,"Transitional Forest","Artificial",2.3114,31.11111111,2.3114,2019
"435",37,2019-09-12,35,3,1,"Transitional Forest","Artificial",2.3114,31.11111111,2.3114,2019
"436",37,2019-09-12,36,0,0,"Transitional Forest","Artificial",2.3114,31.11111111,2.3114,2019
"437",37,2019-09-12,37,3,2,"Transitional Forest","Artificial",2.3114,31.11111111,2.3114,2019
"438",37,2019-09-12,38,0,0,"Transitional Forest","Artificial",2.3114,31.11111111,2.3114,2019
"439",37,2019-09-12,39,1,1,"Transitional Forest","Artificial",2.3114,31.11111111,2.3114,2019
"440",37,2019-09-12,40,0,0,"Transitional Forest","Artificial",2.3114,31.11111111,2.3114,2019
"441",38,2019-09-19,1,0,0,"Mature Forest","Natural",0,22.77777778,6.6802,2019
"442",38,2019-09-19,2,0,0,"Mature Forest","Natural",0,22.77777778,6.6802,2019
"443",38,2019-09-19,3,0,0,"Mature Forest","Natural",0,22.77777778,6.6802,2019
"444",38,2019-09-19,4,0,0,"Mature Forest","Natural",0,22.77777778,6.6802,2019
"445",38,2019-09-19,5,1,1,"Mature Forest","Natural",0,22.77777778,6.6802,2019
"446",38,2019-09-19,6,1,1,"Mature Forest","Natural",0,22.77777778,6.6802,2019
"447",38,2019-09-19,7,0,0,"Mature Forest","Natural",0,22.77777778,6.6802,2019
"448",38,2019-09-19,8,0,0,"Mature Forest","Natural",0,22.77777778,6.6802,2019
"449",38,2019-09-19,9,1,1,"Mature Forest","Natural",0,22.77777778,6.6802,2019
"450",38,2019-09-19,10,0,0,"Mature Forest","Natural",0,22.77777778,6.6802,2019
"451",38,2019-09-19,11,2,1,"Transitional Forest","Natural",0,22.77777778,6.6802,2019
"452",38,2019-09-19,12,1,1,"Transitional Forest","Natural",0,22.77777778,6.6802,2019
"453",38,2019-09-19,13,1,1,"Transitional Forest","Natural",0,22.77777778,6.6802,2019
"454",38,2019-09-19,14,2,1,"Transitional Forest","Natural",0,22.77777778,6.6802,2019
"455",38,2019-09-19,15,3,1,"Transitional Forest","Natural",0,22.77777778,6.6802,2019
"456",38,2019-09-19,16,1,1,"Transitional Forest","Natural",0,22.77777778,6.6802,2019
"457",38,2019-09-19,17,4,1,"Transitional Forest","Natural",0,22.77777778,6.6802,2019
"458",38,2019-09-19,18,5,2,"Transitional Forest","Natural",0,22.77777778,6.6802,2019
"459",38,2019-09-19,19,5,2,"Transitional Forest","Natural",0,22.77777778,6.6802,2019
"460",38,2019-09-19,20,6,1,"Transitional Forest","Natural",0,22.77777778,6.6802,2019
"461",38,2019-09-19,21,0,0,"Mature Forest","Artificial",0,22.77777778,6.6802,2019
"462",38,2019-09-19,22,0,0,"Mature Forest","Artificial",0,22.77777778,6.6802,2019
"463",38,2019-09-19,23,0,0,"Mature Forest","Artificial",0,22.77777778,6.6802,2019
"464",38,2019-09-19,24,0,0,"Mature Forest","Artificial",0,22.77777778,6.6802,2019
"465",38,2019-09-19,25,0,0,"Mature Forest","Artificial",0,22.77777778,6.6802,2019
"466",38,2019-09-19,26,0,0,"Mature Forest","Artificial",0,22.77777778,6.6802,2019
"467",38,2019-09-19,27,0,0,"Mature Forest","Artificial",0,22.77777778,6.6802,2019
"468",38,2019-09-19,28,1,1,"Mature Forest","Artificial",0,22.77777778,6.6802,2019
"469",38,2019-09-19,29,0,0,"Mature Forest","Artificial",0,22.77777778,6.6802,2019
"470",38,2019-09-19,30,0,0,"Mature Forest","Artificial",0,22.77777778,6.6802,2019
"471",38,2019-09-19,31,2,1,"Transitional Forest","Artificial",0,22.77777778,6.6802,2019
"472",38,2019-09-19,32,0,0,"Transitional Forest","Artificial",0,22.77777778,6.6802,2019
"473",38,2019-09-19,33,1,1,"Transitional Forest","Artificial",0,22.77777778,6.6802,2019
"474",38,2019-09-19,34,2,1,"Transitional Forest","Artificial",0,22.77777778,6.6802,2019
"475",38,2019-09-19,35,0,0,"Transitional Forest","Artificial",0,22.77777778,6.6802,2019
"476",38,2019-09-19,36,0,0,"Transitional Forest","Artificial",0,22.77777778,6.6802,2019
"477",38,2019-09-19,37,1,1,"Transitional Forest","Artificial",0,22.77777778,6.6802,2019
"478",38,2019-09-19,38,2,1,"Transitional Forest","Artificial",0,22.77777778,6.6802,2019
"479",38,2019-09-19,39,1,1,"Transitional Forest","Artificial",0,22.77777778,6.6802,2019
"480",38,2019-09-19,40,3,1,"Transitional Forest","Artificial",0,22.77777778,6.6802,2019
"481",39,2019-09-26,1,0,0,"Mature Forest","Natural",0,25,0.2794,2019
"482",39,2019-09-26,2,0,0,"Mature Forest","Natural",0,25,0.2794,2019
"483",39,2019-09-26,3,0,0,"Mature Forest","Natural",0,25,0.2794,2019
"484",39,2019-09-26,4,0,0,"Mature Forest","Natural",0,25,0.2794,2019
"485",39,2019-09-26,5,1,1,"Mature Forest","Natural",0,25,0.2794,2019
"486",39,2019-09-26,6,1,1,"Mature Forest","Natural",0,25,0.2794,2019
"487",39,2019-09-26,7,0,0,"Mature Forest","Natural",0,25,0.2794,2019
"488",39,2019-09-26,8,0,0,"Mature Forest","Natural",0,25,0.2794,2019
"489",39,2019-09-26,9,0,0,"Mature Forest","Natural",0,25,0.2794,2019
"490",39,2019-09-26,10,0,0,"Mature Forest","Natural",0,25,0.2794,2019
"491",39,2019-09-26,11,1,1,"Transitional Forest","Natural",0,25,0.2794,2019
"492",39,2019-09-26,12,1,1,"Transitional Forest","Natural",0,25,0.2794,2019
"493",39,2019-09-26,13,0,0,"Transitional Forest","Natural",0,25,0.2794,2019
"494",39,2019-09-26,14,1,1,"Transitional Forest","Natural",0,25,0.2794,2019
"495",39,2019-09-26,15,2,1,"Transitional Forest","Natural",0,25,0.2794,2019
"496",39,2019-09-26,16,1,1,"Transitional Forest","Natural",0,25,0.2794,2019
"497",39,2019-09-26,17,2,1,"Transitional Forest","Natural",0,25,0.2794,2019
"498",39,2019-09-26,18,0,0,"Transitional Forest","Natural",0,25,0.2794,2019
"499",39,2019-09-26,19,0,0,"Transitional Forest","Natural",0,25,0.2794,2019
"500",39,2019-09-26,20,0,0,"Transitional Forest","Natural",0,25,0.2794,2019
"501",39,2019-09-26,21,1,1,"Mature Forest","Artificial",0,25,0.2794,2019
"502",39,2019-09-26,22,0,0,"Mature Forest","Artificial",0,25,0.2794,2019
"503",39,2019-09-26,23,0,0,"Mature Forest","Artificial",0,25,0.2794,2019
"504",39,2019-09-26,24,0,0,"Mature Forest","Artificial",0,25,0.2794,2019
"505",39,2019-09-26,25,1,1,"Mature Forest","Artificial",0,25,0.2794,2019
"506",39,2019-09-26,26,0,0,"Mature Forest","Artificial",0,25,0.2794,2019
"507",39,2019-09-26,27,0,0,"Mature Forest","Artificial",0,25,0.2794,2019
"508",39,2019-09-26,28,1,1,"Mature Forest","Artificial",0,25,0.2794,2019
"509",39,2019-09-26,29,0,0,"Mature Forest","Artificial",0,25,0.2794,2019
"510",39,2019-09-26,30,0,0,"Mature Forest","Artificial",0,25,0.2794,2019
"511",39,2019-09-26,31,0,0,"Transitional Forest","Artificial",0,25,0.2794,2019
"512",39,2019-09-26,32,1,1,"Transitional Forest","Artificial",0,25,0.2794,2019
"513",39,2019-09-26,33,0,0,"Transitional Forest","Artificial",0,25,0.2794,2019
"514",39,2019-09-26,34,0,0,"Transitional Forest","Artificial",0,25,0.2794,2019
"515",39,2019-09-26,35,0,0,"Transitional Forest","Artificial",0,25,0.2794,2019
"516",39,2019-09-26,36,0,0,"Transitional Forest","Artificial",0,25,0.2794,2019
"517",39,2019-09-26,37,0,0,"Transitional Forest","Artificial",0,25,0.2794,2019
"518",39,2019-09-26,38,0,0,"Transitional Forest","Artificial",0,25,0.2794,2019
"519",39,2019-09-26,39,0,0,"Transitional Forest","Artificial",0,25,0.2794,2019
"520",39,2019-09-26,40,0,0,"Transitional Forest","Artificial",0,25,0.2794,2019
"521",40,2019-10-03,1,1,1,"Mature Forest","Natural",0.4064,27.77777778,0.4318,2019
"522",40,2019-10-03,2,0,0,"Mature Forest","Natural",0.4064,27.77777778,0.4318,2019
"523",40,2019-10-03,3,0,0,"Mature Forest","Natural",0.4064,27.77777778,0.4318,2019
"524",40,2019-10-03,4,1,1,"Mature Forest","Natural",0.4064,27.77777778,0.4318,2019
"525",40,2019-10-03,5,1,1,"Mature Forest","Natural",0.4064,27.77777778,0.4318,2019
"526",40,2019-10-03,6,0,0,"Mature Forest","Natural",0.4064,27.77777778,0.4318,2019
"527",40,2019-10-03,7,0,0,"Mature Forest","Natural",0.4064,27.77777778,0.4318,2019
"528",40,2019-10-03,8,0,0,"Mature Forest","Natural",0.4064,27.77777778,0.4318,2019
"529",40,2019-10-03,9,0,0,"Mature Forest","Natural",0.4064,27.77777778,0.4318,2019
"530",40,2019-10-03,10,0,0,"Mature Forest","Natural",0.4064,27.77777778,0.4318,2019
"531",40,2019-10-03,11,0,0,"Transitional Forest","Natural",0.4064,27.77777778,0.4318,2019
"532",40,2019-10-03,12,0,0,"Transitional Forest","Natural",0.4064,27.77777778,0.4318,2019
"533",40,2019-10-03,13,0,0,"Transitional Forest","Natural",0.4064,27.77777778,0.4318,2019
"534",40,2019-10-03,14,1,1,"Transitional Forest","Natural",0.4064,27.77777778,0.4318,2019
"535",40,2019-10-03,15,1,1,"Transitional Forest","Natural",0.4064,27.77777778,0.4318,2019
"536",40,2019-10-03,16,1,1,"Transitional Forest","Natural",0.4064,27.77777778,0.4318,2019
"537",40,2019-10-03,17,1,1,"Transitional Forest","Natural",0.4064,27.77777778,0.4318,2019
"538",40,2019-10-03,18,0,0,"Transitional Forest","Natural",0.4064,27.77777778,0.4318,2019
"539",40,2019-10-03,19,0,0,"Transitional Forest","Natural",0.4064,27.77777778,0.4318,2019
"540",40,2019-10-03,20,0,0,"Transitional Forest","Natural",0.4064,27.77777778,0.4318,2019
"541",40,2019-10-03,21,1,1,"Mature Forest","Artificial",0.4064,27.77777778,0.4318,2019
"542",40,2019-10-03,22,0,0,"Mature Forest","Artificial",0.4064,27.77777778,0.4318,2019
"543",40,2019-10-03,23,0,0,"Mature Forest","Artificial",0.4064,27.77777778,0.4318,2019
"544",40,2019-10-03,24,0,0,"Mature Forest","Artificial",0.4064,27.77777778,0.4318,2019
"545",40,2019-10-03,25,1,1,"Mature Forest","Artificial",0.4064,27.77777778,0.4318,2019
"546",40,2019-10-03,26,0,0,"Mature Forest","Artificial",0.4064,27.77777778,0.4318,2019
"547",40,2019-10-03,27,0,0,"Mature Forest","Artificial",0.4064,27.77777778,0.4318,2019
"548",40,2019-10-03,28,0,0,"Mature Forest","Artificial",0.4064,27.77777778,0.4318,2019
"549",40,2019-10-03,29,0,0,"Mature Forest","Artificial",0.4064,27.77777778,0.4318,2019
"550",40,2019-10-03,30,1,1,"Mature Forest","Artificial",0.4064,27.77777778,0.4318,2019
"551",40,2019-10-03,31,0,0,"Transitional Forest","Artificial",0.4064,27.77777778,0.4318,2019
"552",40,2019-10-03,32,0,0,"Transitional Forest","Artificial",0.4064,27.77777778,0.4318,2019
"553",40,2019-10-03,33,1,1,"Transitional Forest","Artificial",0.4064,27.77777778,0.4318,2019
"554",40,2019-10-03,34,0,0,"Transitional Forest","Artificial",0.4064,27.77777778,0.4318,2019
"555",40,2019-10-03,35,0,0,"Transitional Forest","Artificial",0.4064,27.77777778,0.4318,2019
"556",40,2019-10-03,36,0,0,"Transitional Forest","Artificial",0.4064,27.77777778,0.4318,2019
"557",40,2019-10-03,37,2,2,"Transitional Forest","Artificial",0.4064,27.77777778,0.4318,2019
"558",40,2019-10-03,38,0,0,"Transitional Forest","Artificial",0.4064,27.77777778,0.4318,2019
"559",40,2019-10-03,39,0,0,"Transitional Forest","Artificial",0.4064,27.77777778,0.4318,2019
"560",40,2019-10-03,40,1,1,"Transitional Forest","Artificial",0.4064,27.77777778,0.4318,2019
"561",41,2019-10-10,1,2,1,"Mature Forest","Natural",0,19.44444444,0.4318,2019
"562",41,2019-10-10,2,0,0,"Mature Forest","Natural",0,19.44444444,0.4318,2019
"563",41,2019-10-10,3,0,0,"Mature Forest","Natural",0,19.44444444,0.4318,2019
"564",41,2019-10-10,4,1,1,"Mature Forest","Natural",0,19.44444444,0.4318,2019
"565",41,2019-10-10,5,0,0,"Mature Forest","Natural",0,19.44444444,0.4318,2019
"566",41,2019-10-10,6,0,0,"Mature Forest","Natural",0,19.44444444,0.4318,2019
"567",41,2019-10-10,7,1,1,"Mature Forest","Natural",0,19.44444444,0.4318,2019
"568",41,2019-10-10,8,1,1,"Mature Forest","Natural",0,19.44444444,0.4318,2019
"569",41,2019-10-10,9,0,0,"Mature Forest","Natural",0,19.44444444,0.4318,2019
"570",41,2019-10-10,10,0,0,"Mature Forest","Natural",0,19.44444444,0.4318,2019
"571",41,2019-10-10,11,0,0,"Transitional Forest","Natural",0,19.44444444,0.4318,2019
"572",41,2019-10-10,12,1,1,"Transitional Forest","Natural",0,19.44444444,0.4318,2019
"573",41,2019-10-10,13,0,0,"Transitional Forest","Natural",0,19.44444444,0.4318,2019
"574",41,2019-10-10,14,1,1,"Transitional Forest","Natural",0,19.44444444,0.4318,2019
"575",41,2019-10-10,15,1,1,"Transitional Forest","Natural",0,19.44444444,0.4318,2019
"576",41,2019-10-10,16,1,1,"Transitional Forest","Natural",0,19.44444444,0.4318,2019
"577",41,2019-10-10,17,0,0,"Transitional Forest","Natural",0,19.44444444,0.4318,2019
"578",41,2019-10-10,18,0,0,"Transitional Forest","Natural",0,19.44444444,0.4318,2019
